,UF,FX_ANO_CADASTRO_FAM,SIT_ATUALIZACAO,FX_RFPC,CO_LOCAL_DOMIC_FAM,REG,VL_RENDA_MEDIA_FAM,QTD_PESSOAS,REGIAO
366,BA,3,1,4,1.0,17145,1113.885033027754,1.4485609076120243,NE
367,BA,3,1,4,2.0,6222,1093.6291971596957,1.495437294550327,NE
368,BA,4,0,1,1.0,187107,33.843173228695846,2.017727270654986,NE
369,BA,4,0,1,2.0,73635,33.03251217079395,1.9759486720153363,NE
370,BA,4,0,2,1.0,30114,167.666349301137,1.9263806431944668,NE
371,BA,4,0,2,2.0,6437,165.7499343277831,1.7935604075127836,NE
372,BA,4,0,3,1.0,87107,415.6396409248532,2.337087303890892,NE
373,BA,4,0,3,2.0,19095,421.5277923633203,2.260081429602499,NE
374,BA,4,0,4,1.0,162329,1058.1836879006607,1.3237187619356205,NE
375,BA,4,0,4,2.0,59883,1026.8186922123273,1.3542857256093555,NE
376,BA,4,1,1,1.0,204203,31.308488213409703,2.2689712867615777,NE
377,BA,4,1,1,2.0,119937,30.54059623544922,2.288992702336161,NE
378,BA,4,1,2,1.0,20876,159.9973011517613,2.338154519195399,NE
379,BA,4,1,2,2.0,5382,158.33690829133536,2.256810406085559,NE
380,BA,4,1,3,1.0,52014,438.05031243984274,2.5646662022250966,NE
381,BA,4,1,3,2.0,14416,437.83302798420857,2.5379549849558325,NE
382,BA,4,1,4,1.0,57830,1120.7139152484663,1.367258343427648,NE
383,BA,4,1,4,2.0,21734,1115.6068086178711,1.414498188398541,NE
384,BA,5,0,1,1.0,12089,35.22748596358673,1.7886893327896085,NE
385,BA,5,0,1,2.0,4156,35.947365581591235,1.7818681525662496,NE
386,BA,5,0,2,1.0,2781,170.73965116237832,2.089738402607872,NE
387,BA,5,0,2,2.0,648,169.62681421179585,1.9231776182695302,NE
388,BA,5,0,3,1.0,10415,434.0487211878132,2.4745568431128295,NE
389,BA,5,0,3,2.0,2518,433.2134413907528,2.4403329693933173,NE
390,BA,5,0,4,1.0,16358,1096.1409097986727,1.4645168348529096,NE
391,BA,5,0,4,2.0,5495,1077.7172762212053,1.4285391538024141,NE
392,BA,5,1,1,1.0,275386,35.98480664884117,1.7300034437306782,NE
393,BA,5,1,1,2.0,121661,35.85907492323588,1.7030281587253833,NE
394,BA,5,1,2,1.0,56043,163.80059619518752,1.76867407702288,NE
395,BA,5,1,2,2.0,16415,162.9358906788652,1.6227205703544625,NE
396,BA,5,1,3,1.0,97778,418.894093650812,2.2454099106165257,NE
397,BA,5,1,3,2.0,25783,419.2174344966518,2.0931440234777523,NE
398,BA,5,1,4,1.0,65404,1157.1687438378738,1.485644642920302,NE
399,BA,5,1,4,2.0,25979,1138.9113083229838,1.4343318927328694,NE
400,CE,1,0,1,1.0,47931,36.622275353686014,3.02558690121822,NE
401,CE,1,0,1,2.0,32739,34.13808007422387,3.125904799276585,NE
402,CE,1,0,2,1.0,8372,163.9426395928356,4.14170564768234,NE
403,CE,1,0,2,2.0,3478,164.4397537892196,4.600801947159872,NE
404,CE,1,0,3,1.0,26941,400.7381559877642,2.944251546435098,NE
405,CE,1,0,3,2.0,15496,400.41113679955345,3.0002669663426356,NE
406,CE,1,0,4,1.0,19736,962.0542331653668,1.8065171974202463,NE
407,CE,1,0,4,2.0,13436,943.4812860161705,1.943722478813354,NE
408,CE,1,1,1,1.0,110343,35.40356677163682,3.1020211276461116,NE
409,CE,1,1,1,2.0,81355,32.494616989500464,3.3145145178193136,NE
410,CE,1,1,2,1.0,10850,161.32947164163272,4.284788820746646,NE
411,CE,1,1,2,2.0,5358,163.15539848072174,4.71307943986224,NE
412,CE,1,1,3,1.0,33672,408.97137789056217,3.1596469556173505,NE
413,CE,1,1,3,2.0,19818,407.13740880053757,3.2628954010065656,NE
414,CE,1,1,4,1.0,13993,1033.3523831099014,1.914727701563184,NE
415,CE,1,1,4,2.0,9642,1018.0159599081042,2.079592731371034,NE
416,CE,2,0,1,1.0,45821,36.85448728291883,3.1074137131402066,NE
417,CE,2,0,1,2.0,23990,33.309572250147504,3.2138875126507283,NE
418,CE,2,0,2,1.0,7078,162.65432434850007,3.926182847016927,NE
419,CE,2,0,2,2.0,1832,164.01969290230414,4.32636487878992,NE
420,CE,2,0,3,1.0,15491,384.12825535293416,2.949181013569919,NE
421,CE,2,0,3,2.0,4873,383.49950958932186,3.0433162497215736,NE
422,CE,2,0,4,1.0,8011,980.2437366428234,1.6529923296810551,NE
423,CE,2,0,4,2.0,3195,966.957999534161,1.669215957281831,NE
424,CE,2,1,1,1.0,98225,34.70897949936222,3.2904182180743873,NE
425,CE,2,1,1,2.0,65651,31.582130921507844,3.495696110754788,NE
426,CE,2,1,2,1.0,9144,159.42973003223747,4.061280847009678,NE
427,CE,2,1,2,2.0,3295,160.74014721917862,4.560078170440355,NE
428,CE,2,1,3,1.0,20435,388.2224575718022,3.238521432384658,NE
429,CE,2,1,3,2.0,8332,376.7416275822444,3.382772216334966,NE
430,CE,2,1,4,1.0,5686,1045.14756037036,1.7821952550336833,NE
431,CE,2,1,4,2.0,2170,1037.8341882383502,1.8408760427219533,NE
432,CE,3,0,1,1.0,50843,37.65284777849689,2.646070729896844,NE
433,CE,3,0,1,2.0,25865,35.38829841545559,2.596434926912636,NE
434,CE,3,0,2,1.0,6711,160.53671091265784,2.9687366337424588,NE
435,CE,3,0,2,2.0,1257,161.6214594782553,2.909966299528567,NE
436,CE,3,0,3,1.0,16652,400.78139371155584,2.6935635244301603,NE
437,CE,3,0,3,2.0,3723,396.6783049160304,2.748287254804721,NE
438,CE,3,0,4,1.0,16318,1033.3867380086822,1.5836370785425884,NE
439,CE,3,0,4,2.0,6001,1022.3482915296261,1.554453854731701,NE
440,CE,3,1,1,1.0,94824,35.39172793639127,2.9247197127920406,NE
441,CE,3,1,1,2.0,62708,32.79119497726643,2.999274768443324,NE
442,CE,3,1,2,1.0,7682,160.44422095676805,3.3240724601439804,NE
443,CE,3,1,2,2.0,2266,157.65488632628706,3.4899550055664026,NE
444,CE,3,1,3,1.0,18093,408.3445756708817,2.9813320263086633,NE
445,CE,3,1,3,2.0,5447,392.38484957243725,3.127300024868664,NE
446,CE,3,1,4,1.0,8759,1083.4007943891638,1.6751020104083,NE
447,CE,3,1,4,2.0,2947,1062.5748610326625,1.7263336963745732,NE
448,CE,4,0,1,1.0,91213,39.63629486551687,2.10377087095189,NE
449,CE,4,0,1,2.0,33616,37.6711314689828,2.0319085066550815,NE
450,CE,4,0,2,1.0,15354,167.78172975535188,2.281209170033306,NE
451,CE,4,0,2,2.0,2837,166.54927255818257,2.215275967089607,NE
452,CE,4,0,3,1.0,54873,417.17285112218633,2.5854438784921974,NE
453,CE,4,0,3,2.0,10717,424.18052005015363,2.5959034334405025,NE
454,CE,4,0,4,1.0,83968,1049.9513419065345,1.5139690793237608,NE
455,CE,4,0,4,2.0,25715,1023.5638002185175,1.5715658979669989,NE
456,CE,4,1,1,1.0,132870,37.09427510359262,2.432324641932793,NE
457,CE,4,1,1,2.0,67250,34.64392011431205,2.444116919121997,NE
458,CE,4,1,2,1.0,12293,160.095707548432,2.7492606130762827,NE
459,CE,4,1,2,2.0,2954,157.92045291770438,2.610827410215635,NE
460,CE,4,1,3,1.0,37317,430.7048944289117,2.7971376995894097,NE
461,CE,4,1,3,2.0,9704,432.693113291129,2.8271987411030506,NE
462,CE,4,1,4,1.0,32652,1107.519669554113,1.5689019677231268,NE
463,CE,4,1,4,2.0,11442,1091.8695000235866,1.6206938387537968,NE
464,CE,5,0,1,1.0,6399,43.07916091660819,1.9751559203424534,NE
465,CE,5,0,1,2.0,2197,40.43954982964666,1.8735777224332135,NE
466,CE,5,0,2,1.0,1609,169.34647118436908,2.382266068520472,NE
467,CE,5,0,2,2.0,309,170.7880285152409,2.605481809242871,NE
468,CE,5,0,3,1.0,6930,429.4041594151917,2.8190539030768416,NE
469,CE,5,0,3,2.0,1629,427.69561996146206,2.817923812847578,NE
470,CE,5,0,4,1.0,8399,1062.4343516388328,1.7638875592309458,NE
471,CE,5,0,4,2.0,2785,1035.46343640072,1.7307964596978105,NE
472,CE,5,1,1,1.0,160336,43.32802253788072,1.8611655999172363,NE
473,CE,5,1,1,2.0,63827,41.98467129904365,1.8491652556915659,NE
474,CE,5,1,2,1.0,24894,163.35569013616632,1.9962855710144505,NE
475,CE,5,1,2,2.0,7363,160.04012896237737,1.8662329681509349,NE
476,CE,5,1,3,1.0,54916,419.7544623823029,2.5272105638886226,NE
477,CE,5,1,3,2.0,13970,421.100933803161,2.534398281783688,NE
478,CE,5,1,4,1.0,36152,1124.814442705298,1.7449864681371456,NE
479,CE,5,1,4,2.0,11879,1110.4138820936828,1.7165093240341738,NE
480,DF,1,0,1,1.0,4407,42.00022691173134,3.245064669843431,CO
481,DF,1,0,1,2.0,450,43.84,3.3355555555555556,CO
482,DF,1,0,2,1.0,1082,155.54436229205174,3.756007393715342,CO
483,DF,1,0,2,2.0,93,155.03225806451613,3.924731182795699,CO
484,DF,1,0,3,1.0,1513,371.0211500330469,2.97951090548579,CO
485,DF,1,0,3,2.0,124,363.7983870967742,3.0806451612903225,CO
486,DF,1,0,4,1.0,844,941.968009478673,1.3767772511848342,CO
487,DF,1,0,4,2.0,51,922.5490196078431,1.5686274509803921,CO
488,DF,1,1,1,1.0,3671,24.219013892672297,3.2119313538545358,CO
489,DF,1,1,1,2.0,444,24.88063063063063,3.3828828828828827,CO
490,DF,1,1,2,1.0,465,156.10752688172042,4.060215053763441,CO
491,DF,1,1,2,2.0,50,154.78,4.5,CO
492,DF,1,1,3,1.0,941,401.6865037194474,3.1275239107332626,CO
493,DF,1,1,3,2.0,94,372.1595744680851,3.297872340425532,CO
494,DF,1,1,4,1.0,389,1052.8920308483291,1.429305912596401,CO
495,DF,1,1,4,2.0,26,1022.3461538461538,1.4615384615384615,CO
496,DF,2,0,1,1.0,4570,45.849671772428884,3.5299781181619254,CO
497,DF,2,0,1,2.0,617,44.525121555915725,3.727714748784441,CO
498,DF,2,0,2,1.0,1202,151.2379367720466,3.848585690515807,CO
499,DF,2,0,2,2.0,121,148.15702479338842,4.347107438016529,CO
500,DF,2,0,3,1.0,1322,360.9909228441755,3.1316187594553706,CO
501,DF,2,0,3,2.0,104,333.77884615384613,3.375,CO
502,DF,2,0,4,1.0,685,950.0773722627737,1.3299270072992702,CO
503,DF,2,0,4,2.0,48,920.125,1.4166666666666667,CO
504,DF,2,1,1,1.0,4240,26.825943396226414,3.6992924528301887,CO
505,DF,2,1,1,2.0,746,27.230563002680967,3.9168900804289546,CO
506,DF,2,1,2,1.0,583,152.49571183533448,4.096054888507719,CO
507,DF,2,1,2,2.0,69,152.2463768115942,4.318840579710145,CO
508,DF,2,1,3,1.0,807,376.2081784386617,3.353159851301115,CO
509,DF,2,1,3,2.0,97,354.5360824742268,3.6082474226804124,CO
510,DF,2,1,4,1.0,283,1035.731448763251,1.5441696113074206,CO
511,DF,2,1,4,2.0,16,978.1875,1.625,CO
512,DF,3,0,1,1.0,9087,43.68042258171013,3.274458016947287,CO
513,DF,3,0,1,2.0,1039,42.09624639076035,3.505293551491819,CO
514,DF,3,0,2,1.0,1967,149.30808337569903,3.456532791052364,CO
515,DF,3,0,2,2.0,186,153.23655913978496,3.629032258064516,CO
516,DF,3,0,3,1.0,2247,369.2100578549177,2.87138406764575,CO
517,DF,3,0,3,2.0,157,361.71337579617835,2.9808917197452227,CO
518,DF,3,0,4,1.0,1680,1025.482142857143,1.3565476190476191,CO
519,DF,3,0,4,2.0,75,962.6266666666667,1.48,CO
520,DF,3,1,1,1.0,8359,26.002631893767198,3.5518602703672686,CO
521,DF,3,1,1,2.0,1250,25.704,3.6712,CO
522,DF,3,1,2,1.0,925,150.12432432432433,3.730810810810811,CO
523,DF,3,1,2,2.0,125,152.344,3.824,CO
524,DF,3,1,3,1.0,1351,372.61139896373055,3.2649888971132492,CO
525,DF,3,1,3,2.0,130,369.5615384615385,3.3461538461538463,CO
526,DF,3,1,4,1.0,567,1083.4426807760142,1.4232804232804233,CO
527,DF,3,1,4,2.0,48,1031.1875,1.3958333333333333,CO
528,DF,4,0,1,1.0,21683,36.2578517732786,2.468062537471752,CO
529,DF,4,0,1,2.0,1752,30.009132420091323,2.4389269406392695,CO
530,DF,4,0,2,1.0,5123,159.0083935194222,2.7374585203982043,CO
531,DF,4,0,2,2.0,300,155.57,2.99,CO
532,DF,4,0,3,1.0,12182,404.2440485962896,2.6322442948612705,CO
533,DF,4,0,3,2.0,526,394.37072243346006,2.8307984790874525,CO
534,DF,4,0,4,1.0,17004,1032.4607739355445,1.369383674429546,CO
535,DF,4,0,4,2.0,738,1012.5718157181572,1.3333333333333333,CO
536,DF,4,1,1,1.0,14080,24.202485795454546,2.8597301136363638,CO
537,DF,4,1,1,2.0,1655,23.757703927492447,3.0652567975830816,CO
538,DF,4,1,2,1.0,1954,153.88485158648925,3.2031729785056293,CO
539,DF,4,1,2,2.0,157,155.22292993630575,3.5095541401273884,CO
540,DF,4,1,3,1.0,4205,416.4763376932224,2.9422116527942923,CO
541,DF,4,1,3,2.0,280,401.1714285714286,2.925,CO
542,DF,4,1,4,1.0,3596,1087.1974416017797,1.367074527252503,CO
543,DF,4,1,4,2.0,175,1040.4571428571428,1.5485714285714285,CO
544,DF,5,0,1,1.0,1489,32.146406984553394,2.4089993284083278,CO
545,DF,5,0,1,2.0,101,31.336633663366335,2.366336633663366,CO
546,DF,5,0,2,1.0,362,162.36740331491714,2.9226519337016574,CO
547,DF,5,0,2,2.0,17,162.05882352941177,3.1176470588235294,CO
548,DF,5,0,3,1.0,1348,422.96290801186944,2.7752225519287834,CO
549,DF,5,0,3,2.0,61,410.1311475409836,2.9836065573770494,CO
550,DF,5,0,4,1.0,2101,1053.6135173726798,1.3369823893384103,CO
551,DF,5,0,4,2.0,96,994.4791666666666,1.4583333333333333,CO
552,DF,5,1,1,1.0,27558,25.968539081210537,2.3578997024457506,CO
553,DF,5,1,1,2.0,3100,25.138709677419357,2.4029032258064515,CO
554,DF,5,1,2,1.0,6599,156.3683891498712,2.8008789210486436,CO
555,DF,5,1,2,2.0,620,153.15967741935484,2.8983870967741936,CO
556,DF,5,1,3,1.0,12675,392.3439842209073,2.883629191321499,CO
557,DF,5,1,3,2.0,920,376.80760869565216,2.9391304347826086,CO
558,DF,5,1,4,1.0,6009,1082.8422366450325,1.7408886669995007,CO
559,DF,5,1,4,2.0,392,1076.2423469387754,1.711734693877551,CO
560,ES,1,0,1,1.0,4397,43.49262991017153,2.8945953836604232,SE
561,ES,1,0,1,2.0,1342,49.99936750357747,3.256536460843725,SE
562,ES,1,0,2,1.0,1368,159.3379528603347,3.3755733360691376,SE
563,ES,1,0,2,2.0,860,155.0995815233805,3.6785939121652205,SE
564,ES,1,0,3,1.0,2995,389.2390367950019,2.964530853572796,SE
565,ES,1,0,3,2.0,1235,365.6797697527439,3.2320379795303347,SE
566,ES,1,0,4,1.0,1905,950.5879954875505,1.8665089086024511,SE
567,ES,1,0,4,2.0,602,923.4622557682383,2.3198373638999716,SE
568,ES,1,1,1,1.0,10260,38.99829943254166,2.8253075210000453,SE
569,ES,1,1,1,2.0,2618,51.43048392871179,3.3015855768495106,SE
570,ES,1,1,2,1.0,2708,155.4839290977316,3.4265419135434083,SE
571,ES,1,1,2,2.0,1335,156.66283873429538,3.61999027864419,SE
572,ES,1,1,3,1.0,6150,411.27576309514893,3.0284648504534513,SE
573,ES,1,1,3,2.0,1949,382.36085941248484,3.356962196485364,SE
574,ES,1,1,4,1.0,2620,982.5944589260672,1.990798834957003,SE
575,ES,1,1,4,2.0,718,953.8085762714743,2.404168416828517,SE
576,ES,2,0,1,1.0,6677,44.91013919256252,3.190369825950938,SE
577,ES,2,0,1,2.0,2201,54.08953320616075,3.551043567155182,SE
578,ES,2,0,2,1.0,2340,153.9722877167536,3.5411589038478413,SE
579,ES,2,0,2,2.0,1492,152.10397017792693,3.8616396528279693,SE
580,ES,2,0,3,1.0,3220,372.88312436498535,3.1200297239391843,SE
581,ES,2,0,3,2.0,1346,355.2638648691505,3.2769618807811334,SE
582,ES,2,0,4,1.0,2128,985.2027924060042,1.7786519070010616,SE
583,ES,2,0,4,2.0,470,935.5666387223109,2.108952636221544,SE
584,ES,2,1,1,1.0,14143,42.48652406103595,3.3308270913423863,SE
585,ES,2,1,1,2.0,4411,50.57771868447604,3.711461651908345,SE
586,ES,2,1,2,1.0,3832,154.19810509503225,3.665405545441913,SE
587,ES,2,1,2,2.0,2442,152.27145756940806,3.9646269279033466,SE
588,ES,2,1,3,1.0,6421,388.82897067912836,3.2529019522282727,SE
589,ES,2,1,3,2.0,2257,362.71730175541995,3.484751941262165,SE
590,ES,2,1,4,1.0,2518,989.5912730594273,1.9079038949679306,SE
591,ES,2,1,4,2.0,491,997.9792882228147,2.3552735963643947,SE
592,ES,3,0,1,1.0,11524,41.91038355322736,2.8214800678979977,SE
593,ES,3,0,1,2.0,2231,50.590620616349106,3.212233119006176,SE
594,ES,3,0,2,1.0,3330,158.170100271974,3.1526021866946303,SE
595,ES,3,0,2,2.0,1238,153.6720813750913,3.4125065013217406,SE
596,ES,3,0,3,1.0,6027,397.8840285937183,2.7877686303175317,SE
597,ES,3,0,3,2.0,1196,375.0941370962835,2.957942964215501,SE
598,ES,3,0,4,1.0,8150,1100.5695280247899,1.5915101979963535,SE
599,ES,3,0,4,2.0,1189,1016.05829799247,1.8192640330562064,SE
600,ES,3,1,1,1.0,20955,39.49963075052643,3.03131249580953,SE
601,ES,3,1,1,2.0,4594,50.2628138847549,3.4525168576457363,SE
602,ES,3,1,2,1.0,4958,153.02817136084653,3.3026415859514477,SE
603,ES,3,1,2,2.0,2117,153.07698458898156,3.626414816764648,SE
604,ES,3,1,3,1.0,10007,410.69733651544766,3.012773292493923,SE
605,ES,3,1,3,2.0,1886,369.10645169784584,3.2783974461261933,SE
606,ES,3,1,4,1.0,8033,1095.419132039651,1.6830072557318307,SE
607,ES,3,1,4,2.0,1009,1042.2452853560544,2.02569436964627,SE
608,ES,4,0,1,1.0,30576,36.384802932275576,2.3049978370694477,SE
609,ES,4,0,1,2.0,4131,41.499059399119226,2.4953824270774287,SE
610,ES,4,0,2,1.0,8794,160.71441827601026,2.7097049110995144,SE
611,ES,4,0,2,2.0,1829,157.5411216446186,2.932006469710525,SE
612,ES,4,0,3,1.0,25580,411.39482651078885,2.598726439124327,SE
613,ES,4,0,3,2.0,3773,401.73577723256096,2.720725459049048,SE
614,ES,4,0,4,1.0,35059,1095.7448769238176,1.6806179029384571,SE
615,ES,4,0,4,2.0,4982,1059.8111051948658,1.8283367925666296,SE
616,ES,4,1,1,1.0,40728,36.33590132413665,2.5270649891280956,SE
617,ES,4,1,1,2.0,6481,44.89764273682676,2.8504339488450645,SE
618,ES,4,1,2,1.0,9887,155.86150245060307,2.9801623978559055,SE
619,ES,4,1,2,2.0,2804,154.20983970731393,3.169445622636951,SE
620,ES,4,1,3,1.0,24868,420.55120025323293,2.835484437298441,SE
621,ES,4,1,3,2.0,4056,399.1901995707332,3.018798600274537,SE
622,ES,4,1,4,1.0,20781,1091.0322356723973,1.7522770661401967,SE
623,ES,4,1,4,2.0,3043,1049.2020442695134,1.9965937724279081,SE
624,ES,5,0,1,1.0,2234,32.10286021049065,2.0297260620427755,SE
625,ES,5,0,1,2.0,294,36.36188108766234,2.186135771780303,SE
626,ES,5,0,2,1.0,713,161.86458623295954,2.8109207375474936,SE
627,ES,5,0,2,2.0,140,158.60660919540229,3.00948275862069,SE
628,ES,5,0,3,1.0,2957,426.5036027398764,2.691550276025703,SE
629,ES,5,0,3,2.0,481,431.524957087212,2.9243173153099624,SE
630,ES,5,0,4,1.0,4378,1113.4979434273514,1.8417996813573632,SE
631,ES,5,0,4,2.0,751,1128.981026120689,1.9786060604143851,SE
632,ES,5,1,1,1.0,56303,35.84109272563369,2.0378739863985516,SE
633,ES,5,1,1,2.0,8040,40.47239868097659,2.1975143104161265,SE
634,ES,5,1,2,1.0,16627,162.1268393467533,2.517162955222446,SE
635,ES,5,1,2,2.0,4085,160.5011467127117,2.7159147598196904,SE
636,ES,5,1,3,1.0,44220,413.39522199572843,2.6482580315796667,SE
637,ES,5,1,3,2.0,7443,398.0827875032618,2.707988347501711,SE
638,ES,5,1,4,1.0,29667,1094.2407982423574,1.9077584702139454,SE
639,ES,5,1,4,2.0,4432,1084.2866647246228,2.052932074907994,SE
640,GO,1,0,1,1.0,7178,51.11087826655053,2.7956337667352495,CO
641,GO,1,0,1,2.0,1132,50.799424854496785,2.926493080583473,CO
642,GO,1,0,2,1.0,3800,156.37632640653703,3.295511155861603,CO
643,GO,1,0,2,2.0,388,158.72860792294128,3.315399945733279,CO
644,GO,1,0,3,1.0,6632,387.6476289511875,2.859798643684108,CO
645,GO,1,0,3,2.0,736,375.3561443461035,2.8777710505371448,CO
646,GO,1,0,4,1.0,3514,974.8697485555498,1.746509108581676,CO
647,GO,1,0,4,2.0,376,915.9436932276762,1.9493827500183434,CO
648,GO,1,1,1,1.0,13858,50.498373436643135,2.860342580067494,CO
649,GO,1,1,1,2.0,1987,53.658394723681724,3.0574331481285015,CO
650,GO,1,1,2,1.0,5051,155.33836296395305,3.1583150679337506,CO
651,GO,1,1,2,2.0,575,151.8030864174647,3.5364710633179457,CO
652,GO,1,1,3,1.0,8721,403.58751602398536,2.9144459549874693,CO
653,GO,1,1,3,2.0,955,400.70206476667295,3.014868072817023,CO
654,GO,1,1,4,1.0,3638,1028.2195062945798,1.791886042008369,CO
655,GO,1,1,4,2.0,342,1034.4317524193639,1.9499543221022722,CO
656,GO,2,0,1,1.0,16450,51.037007220919314,3.130247419517544,CO
657,GO,2,0,1,2.0,2511,54.00473506027383,3.450182139225418,CO
658,GO,2,0,2,1.0,8950,154.18631100247885,3.4781293685900905,CO
659,GO,2,0,2,2.0,882,155.4457011830735,3.795577752236478,CO
660,GO,2,0,3,1.0,11596,368.0930617591993,3.047799193860036,CO
661,GO,2,0,3,2.0,1216,356.158781580742,3.231570485605665,CO
662,GO,2,0,4,1.0,5946,989.4946338595131,1.6381340682866945,CO
663,GO,2,0,4,2.0,596,937.2817213993083,1.8637168915652043,CO
664,GO,2,1,1,1.0,28606,50.798753592396025,3.266447609319383,CO
665,GO,2,1,1,2.0,4750,52.44349955570861,3.4908739922281495,CO
666,GO,2,1,2,1.0,11529,153.67854727909415,3.477827398601722,CO
667,GO,2,1,2,2.0,1319,153.40076706838352,3.737804918129634,CO
668,GO,2,1,3,1.0,14016,386.12491456609854,3.161889676942105,CO
669,GO,2,1,3,2.0,1499,371.8007648044051,3.3358883364062595,CO
670,GO,2,1,4,1.0,5305,1025.6410897439985,1.7790699097979643,CO
671,GO,2,1,4,2.0,514,976.1999963139993,2.1118193177449234,CO
672,GO,3,0,1,1.0,21064,49.42718243733245,2.868438453351526,CO
673,GO,3,0,1,2.0,2701,49.73499506055528,2.9559347230217865,CO
674,GO,3,0,2,1.0,11371,155.87662972614265,2.980170701944083,CO
675,GO,3,0,2,2.0,843,154.28359691096406,3.284556906672656,CO
676,GO,3,0,3,1.0,15934,391.39143677713037,2.657759468717798,CO
677,GO,3,0,3,2.0,1354,381.19469146299315,2.7286349889271224,CO
678,GO,3,0,4,1.0,20343,1039.692734366256,1.4270064505046565,CO
679,GO,3,0,4,2.0,1712,986.2271122432201,1.5720522972918534,CO
680,GO,3,1,1,1.0,34148,50.528388098969806,3.131872224404172,CO
681,GO,3,1,1,2.0,4692,48.99293805692848,3.27880775097216,CO
682,GO,3,1,2,1.0,13434,153.44260410502426,3.2226673815240754,CO
683,GO,3,1,2,2.0,1201,155.45154115000813,3.6337131783357055,CO
684,GO,3,1,3,1.0,17507,402.9834426359234,2.9016920995486792,CO
685,GO,3,1,3,2.0,1513,391.57869282001246,3.1085632858592245,CO
686,GO,3,1,4,1.0,14300,1112.7318375887392,1.4851148469121391,CO
687,GO,3,1,4,2.0,1175,1065.8818935911486,1.8521510633217557,CO
688,GO,4,0,1,1.0,44457,46.89616543870397,2.3284092368683087,CO
689,GO,4,0,1,2.0,4499,46.218213970669,2.343253043690196,CO
690,GO,4,0,2,1.0,23408,162.45632948157026,2.3277382513820988,CO
691,GO,4,0,2,2.0,1408,162.1057247499176,2.3731048324653434,CO
692,GO,4,0,3,1.0,52289,406.469383768537,2.397032317775563,CO
693,GO,4,0,3,2.0,3216,400.7336366496784,2.413065411154906,CO
694,GO,4,0,4,1.0,87093,1079.5608976392873,1.40119762949721,CO
695,GO,4,0,4,2.0,6196,1042.8062706428343,1.4652894566207944,CO
696,GO,4,1,1,1.0,57370,48.455797124811696,2.6131667123311777,CO
697,GO,4,1,1,2.0,5839,47.77931664898538,2.8263948435831,CO
698,GO,4,1,2,1.0,22251,155.7970060568461,2.689307514084625,CO
699,GO,4,1,2,2.0,1474,153.71408634408593,2.9334126297905314,CO
700,GO,4,1,3,1.0,40542,416.0556437551774,2.6371548947998575,CO
701,GO,4,1,3,2.0,2607,414.9206035436717,2.7520647252365142,CO
702,GO,4,1,4,1.0,45405,1111.9414661648766,1.4545782574874349,CO
703,GO,4,1,4,2.0,2969,1095.3182045773995,1.5783361902313833,CO
704,GO,5,0,1,1.0,3474,43.133381475466706,2.300353372279763,CO
705,GO,5,0,1,2.0,302,38.78325644792148,2.1929779824387667,CO
706,GO,5,0,2,1.0,1970,163.40046080853307,2.3340395709964405,CO
707,GO,5,0,2,2.0,116,161.55677655677655,2.505189255189255,CO
708,GO,5,0,3,1.0,6035,415.1327987606103,2.5458328503168177,CO
709,GO,5,0,3,2.0,318,428.67513621933625,2.5445463203463206,CO
710,GO,5,0,4,1.0,9851,1128.433470960074,1.5172610671717193,CO
711,GO,5,0,4,2.0,626,1089.618407114027,1.574093691612348,CO
712,GO,5,1,1,1.0,80809,47.01894085551087,2.0997523014968578,CO
713,GO,5,1,1,2.0,6423,47.065341921495516,2.195425776039169,CO
714,GO,5,1,2,1.0,43168,161.51865621045488,2.1505055067009216,CO
715,GO,5,1,2,2.0,2534,162.88521420243777,2.3047813693501564,CO
716,GO,5,1,3,1.0,78753,407.3144213551062,2.3518138078643904,CO
717,GO,5,1,3,2.0,4653,405.87592009452396,2.430857271290436,CO
718,GO,5,1,4,1.0,59211,1140.3624640608286,1.6409518818596678,CO
719,GO,5,1,4,2.0,4114,1119.7145971600714,1.70698578079006,CO
720,MA,1,0,1,1.0,32923,31.594555395312604,3.1506168249886275,NE
721,MA,1,0,1,2.0,21299,30.542048558248023,3.291894764689524,NE
722,MA,1,0,2,1.0,4701,164.88547466110134,4.18931691891581,NE
723,MA,1,0,2,2.0,2051,165.04288746850952,4.708241275358713,NE
724,MA,1,0,3,1.0,10859,393.5254232236001,2.8792900501479255,NE
725,MA,1,0,3,2.0,5870,392.8317750607486,2.890603951309347,NE
726,MA,1,0,4,1.0,7435,959.4929832953414,1.5954236765568819,NE
727,MA,1,0,4,2.0,3934,923.343278498789,1.712196228886043,NE
728,MA,1,1,1,1.0,81832,32.905737755875116,3.2602417931656547,NE
729,MA,1,1,1,2.0,70136,31.527882778845893,3.5190677840863107,NE
730,MA,1,1,2,1.0,8427,159.7621128643932,4.2790164797513945,NE
731,MA,1,1,2,2.0,4687,162.23002817788887,4.72553797156871,NE
732,MA,1,1,3,1.0,16549,397.97744347924856,3.112302094461159,NE
733,MA,1,1,3,2.0,9122,396.05382943916146,3.1779783789255154,NE
734,MA,1,1,4,1.0,5661,1037.0396076260893,1.7365660419523048,NE
735,MA,1,1,4,2.0,2766,1019.3487619012711,1.8427419094007647,NE
736,MA,2,0,1,1.0,43504,30.12646507833169,3.407135294363755,NE
737,MA,2,0,1,2.0,24654,28.38016663851997,3.619164293145624,NE
