,UF,FX_ANO_CADASTRO_FAM,FX_RFPC,CO_PRINCIPAL_TRAB_MEMB,CO_SABE_LER_ESCREVER_MEMB,SIT_ATUALIZACAO,REG,IDADE
2967,BA,2,3,3.0,1.0,1,1640,40.17232535893929
2968,BA,2,3,3.0,2.0,0,51,49.7
2969,BA,2,3,3.0,2.0,1,53,46.76086956521739
2970,BA,2,3,4.0,1.0,0,7501,40.37246081186258
2971,BA,2,3,4.0,1.0,1,6251,39.79150558487935
2972,BA,2,3,4.0,2.0,0,253,47.476951767574946
2973,BA,2,3,4.0,2.0,1,267,46.10243076923077
2974,BA,2,3,5.0,1.0,0,330,42.472305527075264
2975,BA,2,3,5.0,1.0,1,239,40.688356973995276
2976,BA,2,3,5.0,2.0,0,16,50.86507936507937
2977,BA,2,3,5.0,2.0,1,9,48.92857142857143
2978,BA,2,3,6.0,1.0,0,748,41.12496577092151
2979,BA,2,3,6.0,1.0,1,306,40.418688951988706
2980,BA,2,3,6.0,2.0,0,28,39.21604938271605
2981,BA,2,3,6.0,2.0,1,18,47.46153846153846
2982,BA,2,3,7.0,1.0,0,345,45.70013984566158
2983,BA,2,3,7.0,1.0,1,694,45.53042706238909
2984,BA,2,3,7.0,2.0,0,79,55.23996415770609
2985,BA,2,3,7.0,2.0,1,115,50.829459511077154
2986,BA,2,3,8.0,1.0,0,2226,42.62782144149112
2987,BA,2,3,8.0,1.0,1,2743,42.128976106663494
2988,BA,2,3,8.0,2.0,0,51,49.84583333333333
2989,BA,2,3,8.0,2.0,1,85,46.92307692307692
2990,BA,2,3,9.0,1.0,0,66,42.553174603174604
2991,BA,2,3,9.0,1.0,1,36,40.34963768115942
2992,BA,2,3,10.0,1.0,0,69,26.734013605442176
2993,BA,2,3,10.0,1.0,1,50,22.8
2994,BA,2,3,10.0,2.0,0,1,26.0
2995,BA,2,3,10.0,2.0,1,3,34.333333333333336
2996,BA,2,3,11.0,1.0,0,160,22.90926061118369
2997,BA,2,3,11.0,1.0,1,116,20.239563214563212
2998,BA,2,3,11.0,2.0,0,4,21.75
2999,BA,2,3,11.0,2.0,1,3,16.0
3000,BA,2,4,1.0,1.0,0,460,47.564758355151504
3001,BA,2,4,1.0,1.0,1,359,46.6181423930747
3002,BA,2,4,1.0,2.0,0,38,57.720588235294116
3003,BA,2,4,1.0,2.0,1,31,52.03472222222222
3004,BA,2,4,2.0,1.0,0,209,52.14374939874941
3005,BA,2,4,2.0,1.0,1,171,53.152033730158735
3006,BA,2,4,2.0,2.0,0,47,60.725490196078425
3007,BA,2,4,2.0,2.0,1,48,55.72649572649573
3008,BA,2,4,3.0,1.0,0,302,42.633056384609176
3009,BA,2,4,3.0,1.0,1,258,42.20121315192744
3010,BA,2,4,3.0,2.0,0,19,46.94117647058823
3011,BA,2,4,3.0,2.0,1,8,40.0
3012,BA,2,4,4.0,1.0,0,1436,40.44773709718126
3013,BA,2,4,4.0,1.0,1,913,39.438322030577545
3014,BA,2,4,4.0,2.0,0,67,50.36601307189542
3015,BA,2,4,4.0,2.0,1,32,49.43478260869565
3016,BA,2,4,5.0,1.0,0,17,46.75
3017,BA,2,4,5.0,1.0,1,18,46.32142857142857
3018,BA,2,4,5.0,2.0,0,1,69.0
3019,BA,2,4,6.0,1.0,0,120,42.446738839882386
3020,BA,2,4,6.0,1.0,1,33,39.507246376811594
3021,BA,2,4,6.0,2.0,0,6,50.583333333333336
3022,BA,2,4,6.0,2.0,1,1,58.0
3023,BA,2,4,7.0,1.0,0,230,59.59450597858604
3024,BA,2,4,7.0,1.0,1,155,57.60792778649922
3025,BA,2,4,7.0,2.0,0,101,67.23750790638836
3026,BA,2,4,7.0,2.0,1,52,62.59147869674185
3027,BA,2,4,8.0,1.0,0,643,47.11100191534741
3028,BA,2,4,8.0,1.0,1,598,44.65259569948411
3029,BA,2,4,8.0,2.0,0,20,50.63157894736842
3030,BA,2,4,8.0,2.0,1,16,47.4375
3031,BA,2,4,9.0,1.0,0,31,46.29347826086956
3032,BA,2,4,9.0,1.0,1,8,54.125
3033,BA,2,4,9.0,2.0,0,4,63.0
3034,BA,2,4,10.0,1.0,0,6,28.0
3035,BA,2,4,10.0,1.0,1,6,20.583333333333332
3036,BA,2,4,10.0,2.0,1,2,23.0
3037,BA,2,4,11.0,1.0,0,19,22.977272727272727
3038,BA,2,4,11.0,1.0,1,10,20.458333333333332
3039,BA,2,4,11.0,2.0,1,1,19.0
3040,BA,3,1,1.0,1.0,0,61037,37.716299381290696
3041,BA,3,1,1.0,1.0,1,77795,37.049459495988295
3042,BA,3,1,1.0,2.0,0,4352,45.13394853982718
3043,BA,3,1,1.0,2.0,1,6041,43.5320322870314
3044,BA,3,1,2.0,1.0,0,17472,39.55584954820548
3045,BA,3,1,2.0,1.0,1,41373,38.01142538307147
3046,BA,3,1,2.0,2.0,0,3052,48.40427211514844
3047,BA,3,1,2.0,2.0,1,6035,45.61711691704104
3048,BA,3,1,3.0,1.0,0,1688,35.37265202027135
3049,BA,3,1,3.0,1.0,1,2037,35.49010686944296
3050,BA,3,1,3.0,2.0,0,100,43.41603466955579
3051,BA,3,1,3.0,2.0,1,131,40.25902547065338
3052,BA,3,1,4.0,1.0,0,1218,35.69086078069469
3053,BA,3,1,4.0,1.0,1,1321,35.18908835501809
3054,BA,3,1,4.0,2.0,0,72,40.1936507936508
3055,BA,3,1,4.0,2.0,1,81,37.36247086247086
3056,BA,3,1,5.0,1.0,0,2375,35.21373551553654
3057,BA,3,1,5.0,1.0,1,2431,35.492766914621214
3058,BA,3,1,5.0,2.0,0,102,43.906702898550726
3059,BA,3,1,5.0,2.0,1,115,41.561451247165536
3060,BA,3,1,6.0,1.0,0,95,37.93714596949891
3061,BA,3,1,6.0,1.0,1,97,36.46944209636517
3062,BA,3,1,6.0,2.0,0,2,55.5
3063,BA,3,1,6.0,2.0,1,3,35.666666666666664
3064,BA,3,1,7.0,1.0,0,1611,38.25562700821697
3065,BA,3,1,7.0,1.0,1,4577,36.718856357239936
3066,BA,3,1,7.0,2.0,0,199,46.95659606094389
3067,BA,3,1,7.0,2.0,1,431,46.76537570089915
3068,BA,3,1,8.0,1.0,0,147,36.846249817598135
3069,BA,3,1,8.0,1.0,1,316,36.03358308358308
3070,BA,3,1,8.0,2.0,0,6,41.333333333333336
3071,BA,3,1,8.0,2.0,1,12,35.75
3072,BA,3,1,9.0,1.0,0,9,50.0
3073,BA,3,1,9.0,1.0,1,7,35.916666666666664
3074,BA,3,1,9.0,2.0,0,1,40.0
3075,BA,3,1,10.0,1.0,0,71,32.72510771641207
3076,BA,3,1,10.0,1.0,1,44,26.750992063492067
3077,BA,3,1,10.0,2.0,0,2,40.0
3078,BA,3,1,10.0,2.0,1,3,25.333333333333332
3079,BA,3,1,11.0,1.0,0,81,22.79591836734694
3080,BA,3,1,11.0,1.0,1,47,21.583333333333332
3081,BA,3,1,11.0,2.0,1,4,19.0
3082,BA,3,2,1.0,1.0,0,7883,41.021554867485285
3083,BA,3,2,1.0,1.0,1,8450,39.95699017281398
3084,BA,3,2,1.0,2.0,0,449,45.79010795507382
3085,BA,3,2,1.0,2.0,1,460,45.762904095285414
3086,BA,3,2,2.0,1.0,0,713,42.23023848504792
3087,BA,3,2,2.0,1.0,1,1049,41.42663788546011
3088,BA,3,2,2.0,2.0,0,108,51.55365296803653
3089,BA,3,2,2.0,2.0,1,120,46.43967181467181
3090,BA,3,2,3.0,1.0,0,584,37.32043305989202
3091,BA,3,2,3.0,1.0,1,622,36.203167288420744
3092,BA,3,2,3.0,2.0,0,22,42.385964912280706
3093,BA,3,2,3.0,2.0,1,28,43.3
3094,BA,3,2,4.0,1.0,0,1335,36.59014575514623
3095,BA,3,2,4.0,1.0,1,999,35.51554016259453
3096,BA,3,2,4.0,2.0,0,70,41.34615384615385
3097,BA,3,2,4.0,2.0,1,62,39.44773519163763
3098,BA,3,2,5.0,1.0,0,450,37.80293132214371
3099,BA,3,2,5.0,1.0,1,385,37.74546068524898
3100,BA,3,2,5.0,2.0,0,15,43.55357142857143
3101,BA,3,2,5.0,2.0,1,16,44.52040816326531
3102,BA,3,2,6.0,1.0,0,102,36.46590241034686
3103,BA,3,2,6.0,1.0,1,55,35.408854166666664
3104,BA,3,2,6.0,2.0,0,2,39.5
3105,BA,3,2,6.0,2.0,1,3,40.666666666666664
3106,BA,3,2,7.0,1.0,0,50,41.671913580246915
3107,BA,3,2,7.0,1.0,1,65,38.839143990929706
3108,BA,3,2,7.0,2.0,0,8,43.166666666666664
3109,BA,3,2,7.0,2.0,1,7,49.4
3110,BA,3,2,8.0,1.0,0,218,38.258293650793654
3111,BA,3,2,8.0,1.0,1,261,36.896542072950524
3112,BA,3,2,8.0,2.0,0,12,42.166666666666664
3113,BA,3,2,8.0,2.0,1,17,38.8125
3114,BA,3,2,9.0,1.0,0,8,42.625
3115,BA,3,2,9.0,1.0,1,9,41.625
3116,BA,3,2,9.0,2.0,1,1,42.0
3117,BA,3,2,10.0,1.0,0,46,30.247500000000002
3118,BA,3,2,10.0,1.0,1,19,25.066964285714285
3119,BA,3,2,10.0,2.0,0,1,42.0
3120,BA,3,2,11.0,1.0,0,82,22.456727518593645
3121,BA,3,2,11.0,1.0,1,47,19.725274725274726
3122,BA,3,2,11.0,2.0,0,2,24.5
3123,BA,3,2,11.0,2.0,1,1,20.0
3124,BA,3,3,1.0,1.0,0,6847,43.51090474819375
3125,BA,3,3,1.0,1.0,1,4998,42.16891921961093
3126,BA,3,3,1.0,2.0,0,393,48.463596577537274
3127,BA,3,3,1.0,2.0,1,275,45.82010845075988
3128,BA,3,3,2.0,1.0,0,1159,45.762338464037825
3129,BA,3,3,2.0,1.0,1,1346,42.59700879058868
3130,BA,3,3,2.0,2.0,0,169,50.35965986394557
3131,BA,3,3,2.0,2.0,1,167,47.53966666666666
3132,BA,3,3,3.0,1.0,0,1668,39.60105806828506
3133,BA,3,3,3.0,1.0,1,1496,37.796608301858235
3134,BA,3,3,3.0,2.0,0,64,42.4753086419753
3135,BA,3,3,3.0,2.0,1,52,42.11363636363637
3136,BA,3,3,4.0,1.0,0,8279,38.07816376941291
3137,BA,3,3,4.0,1.0,1,6151,37.7151136872831
3138,BA,3,3,4.0,2.0,0,313,42.28478965595808
3139,BA,3,3,4.0,2.0,1,250,39.96671835763817
3140,BA,3,3,5.0,1.0,0,316,41.121912244134464
3141,BA,3,3,5.0,1.0,1,216,37.599750727046114
3142,BA,3,3,5.0,2.0,0,5,52.0
3143,BA,3,3,5.0,2.0,1,9,48.75
3144,BA,3,3,6.0,1.0,0,638,36.63157710847429
3145,BA,3,3,6.0,1.0,1,258,37.84644681627441
3146,BA,3,3,6.0,2.0,0,20,40.138888888888886
3147,BA,3,3,6.0,2.0,1,12,42.69444444444444
3148,BA,3,3,7.0,1.0,0,304,48.07561538344584
3149,BA,3,3,7.0,1.0,1,435,43.40983739034334
3150,BA,3,3,7.0,2.0,0,41,57.757619047619045
3151,BA,3,3,7.0,2.0,1,46,49.59195402298851
3152,BA,3,3,8.0,1.0,0,2406,42.821571124412905
3153,BA,3,3,8.0,1.0,1,2492,40.95731504758957
3154,BA,3,3,8.0,2.0,0,90,43.60109289617486
3155,BA,3,3,8.0,2.0,1,98,43.66793248945148
3156,BA,3,3,9.0,1.0,0,73,43.10074074074074
3157,BA,3,3,9.0,1.0,1,22,41.06944444444444
3158,BA,3,3,9.0,2.0,0,3,42.666666666666664
3159,BA,3,3,9.0,2.0,1,1,23.0
3160,BA,3,3,10.0,1.0,0,84,32.818512060447546
3161,BA,3,3,10.0,1.0,1,37,26.7625
3162,BA,3,3,10.0,2.0,0,1,52.0
3163,BA,3,3,10.0,2.0,1,2,34.0
3164,BA,3,3,11.0,1.0,0,77,22.716627094050917
3165,BA,3,3,11.0,1.0,1,40,19.691468253968253
3166,BA,3,3,11.0,2.0,0,1,22.0
3167,BA,3,3,11.0,2.0,1,2,22.5
3168,BA,3,4,1.0,1.0,0,1252,48.753552139541874
3169,BA,3,4,1.0,1.0,1,565,44.521217281504164
3170,BA,3,4,1.0,2.0,0,97,54.401984126984125
3171,BA,3,4,1.0,2.0,1,38,51.78787878787879
3172,BA,3,4,2.0,1.0,0,286,52.13361147210704
3173,BA,3,4,2.0,1.0,1,230,51.573115259849644
3174,BA,3,4,2.0,2.0,0,85,61.38350951374207
3175,BA,3,4,2.0,2.0,1,51,59.175
3176,BA,3,4,3.0,1.0,0,753,42.73947454365257
3177,BA,3,4,3.0,1.0,1,409,39.902548522079776
3178,BA,3,4,3.0,2.0,0,32,48.63333333333333
3179,BA,3,4,3.0,2.0,1,18,47.6875
3180,BA,3,4,4.0,1.0,0,2779,40.085569923313955
3181,BA,3,4,4.0,1.0,1,1237,39.68619563118298
3182,BA,3,4,4.0,2.0,0,131,46.65610500610501
3183,BA,3,4,4.0,2.0,1,49,44.67307692307692
3184,BA,3,4,5.0,1.0,0,43,42.90877712031558
3185,BA,3,4,5.0,1.0,1,14,47.019999999999996
3186,BA,3,4,5.0,2.0,0,4,46.5
3187,BA,3,4,5.0,2.0,1,2,41.0
3188,BA,3,4,6.0,1.0,0,159,40.96320346320346
3189,BA,3,4,6.0,1.0,1,50,40.43333333333333
3190,BA,3,4,6.0,2.0,0,9,46.0
3191,BA,3,4,6.0,2.0,1,2,38.5
3192,BA,3,4,7.0,1.0,0,336,64.27030804108797
3193,BA,3,4,7.0,1.0,1,144,57.746488554180864
3194,BA,3,4,7.0,2.0,0,171,68.98141438539989
3195,BA,3,4,7.0,2.0,1,52,63.19081196581196
3196,BA,3,4,8.0,1.0,0,1679,47.16193227895991
3197,BA,3,4,8.0,1.0,1,1044,44.144381277596814
3198,BA,3,4,8.0,2.0,0,68,49.70061728395062
3199,BA,3,4,8.0,2.0,1,34,48.671875
3200,BA,3,4,9.0,1.0,0,51,43.35735294117647
3201,BA,3,4,9.0,1.0,1,13,38.8
3202,BA,3,4,9.0,2.0,0,2,59.0
3203,BA,3,4,10.0,1.0,0,24,27.49375
3204,BA,3,4,10.0,1.0,1,5,31.25
3205,BA,3,4,10.0,2.0,0,1,26.0
3206,BA,3,4,11.0,1.0,0,15,23.0
3207,BA,3,4,11.0,1.0,1,7,19.8
3208,BA,4,1,1.0,1.0,0,97420,35.204346427869595
3209,BA,4,1,1.0,1.0,1,101371,34.494484187037166
3210,BA,4,1,1.0,2.0,0,7002,44.83557372338492
3211,BA,4,1,1.0,2.0,1,7803,43.66223250135856
3212,BA,4,1,2.0,1.0,0,18247,36.828815470023294
3213,BA,4,1,2.0,1.0,1,37924,35.59997749073098
3214,BA,4,1,2.0,2.0,0,3264,48.56084083513018
3215,BA,4,1,2.0,2.0,1,5274,46.0256179044434
3216,BA,4,1,3.0,1.0,0,2379,33.04594179931532
3217,BA,4,1,3.0,1.0,1,2324,32.62663736834259
3218,BA,4,1,3.0,2.0,0,92,39.82338308457711
3219,BA,4,1,3.0,2.0,1,104,39.5219806763285
3220,BA,4,1,4.0,1.0,0,1849,33.2217171677012
3221,BA,4,1,4.0,1.0,1,1655,32.459623268691956
3222,BA,4,1,4.0,2.0,0,79,41.6890243902439
3223,BA,4,1,4.0,2.0,1,70,38.78125
3224,BA,4,1,5.0,1.0,0,2166,32.90719588016894
3225,BA,4,1,5.0,1.0,1,1843,32.63704308454587
3226,BA,4,1,5.0,2.0,0,81,43.18142857142857
3227,BA,4,1,5.0,2.0,1,80,42.06111111111111
3228,BA,4,1,6.0,1.0,0,117,35.305013394565634
3229,BA,4,1,6.0,1.0,1,107,34.80916179337232
3230,BA,4,1,6.0,2.0,0,6,46.333333333333336
3231,BA,4,1,6.0,2.0,1,2,44.0
3232,BA,4,1,7.0,1.0,0,1479,36.41612135548055
3233,BA,4,1,7.0,1.0,1,3591,35.44687481402045
3234,BA,4,1,7.0,2.0,0,179,47.8509965644112
3235,BA,4,1,7.0,2.0,1,288,47.23375288165808
3236,BA,4,1,8.0,1.0,0,180,37.64211904761905
3237,BA,4,1,8.0,1.0,1,286,36.55495177337282
3238,BA,4,1,8.0,2.0,0,8,50.714285714285715
3239,BA,4,1,8.0,2.0,1,18,40.9375
3240,BA,4,1,9.0,1.0,0,11,30.55
3241,BA,4,1,9.0,1.0,1,13,39.708333333333336
3242,BA,4,1,9.0,2.0,1,2,40.0
3243,BA,4,1,10.0,1.0,0,217,27.693088071348942
3244,BA,4,1,10.0,1.0,1,97,25.831140350877195
3245,BA,4,1,10.0,2.0,0,7,36.0
3246,BA,4,1,10.0,2.0,1,4,31.25
3247,BA,4,1,11.0,1.0,0,133,24.8010582010582
3248,BA,4,1,11.0,1.0,1,68,20.848850574712642
3249,BA,4,1,11.0,2.0,0,3,23.75
3250,BA,4,2,1.0,1.0,0,17815,39.466255852941664
3251,BA,4,2,1.0,1.0,1,13688,38.31918817756365
3252,BA,4,2,1.0,2.0,0,1125,49.07454693512581
3253,BA,4,2,1.0,2.0,1,878,45.48891743971384
3254,BA,4,2,2.0,1.0,0,1792,43.261362492183885
3255,BA,4,2,2.0,1.0,1,1620,41.24401804709382
3256,BA,4,2,2.0,2.0,0,390,51.99655139833711
3257,BA,4,2,2.0,2.0,1,230,47.216743119266056
3258,BA,4,2,3.0,1.0,0,1040,35.526297184697405
3259,BA,4,2,3.0,1.0,1,784,33.22887292111105
3260,BA,4,2,3.0,2.0,0,39,44.06
3261,BA,4,2,3.0,2.0,1,38,39.111111111111114
3262,BA,4,2,4.0,1.0,0,2056,35.5409544847605
3263,BA,4,2,4.0,1.0,1,1236,34.063425040717576
3264,BA,4,2,4.0,2.0,0,75,40.93816067653277
3265,BA,4,2,4.0,2.0,1,62,39.94305555555556
3266,BA,4,2,5.0,1.0,0,502,36.82590331546556
3267,BA,4,2,5.0,1.0,1,260,35.3920545907388
3268,BA,4,2,5.0,2.0,0,18,46.60256410256411
3269,BA,4,2,5.0,2.0,1,10,45.36666666666667
3270,BA,4,2,6.0,1.0,0,120,36.705027548209365
3271,BA,4,2,6.0,1.0,1,58,35.12882882882883
3272,BA,4,2,6.0,2.0,0,8,40.5
3273,BA,4,2,6.0,2.0,1,2,49.5
3274,BA,4,2,7.0,1.0,0,63,43.98821548821549
3275,BA,4,2,7.0,1.0,1,59,42.165333333333336
3276,BA,4,2,7.0,2.0,0,8,57.416666666666664
3277,BA,4,2,7.0,2.0,1,2,64.0
3278,BA,4,2,8.0,1.0,0,292,40.29411315180546
3279,BA,4,2,8.0,1.0,1,283,37.62575611325612
3280,BA,4,2,8.0,2.0,0,11,39.90909090909091
3281,BA,4,2,8.0,2.0,1,9,44.22222222222222
3282,BA,4,2,9.0,1.0,0,13,43.291666666666664
3283,BA,4,2,9.0,1.0,1,8,41.916666666666664
3284,BA,4,2,9.0,2.0,1,1,49.0
3285,BA,4,2,10.0,1.0,0,187,26.747678899383445
3286,BA,4,2,10.0,1.0,1,74,26.288395061728394
3287,BA,4,2,10.0,2.0,0,3,26.666666666666668
3288,BA,4,2,10.0,2.0,1,1,29.0
3289,BA,4,2,11.0,1.0,0,147,22.600735294117644
3290,BA,4,2,11.0,1.0,1,74,20.98427960927961
3291,BA,4,2,11.0,2.0,0,2,22.5
3292,BA,4,3,1.0,1.0,0,24958,42.274364645393476
3293,BA,4,3,1.0,1.0,1,12062,41.84935960370476
3294,BA,4,3,1.0,2.0,0,1408,49.57353350262045
3295,BA,4,3,1.0,2.0,1,803,47.4892841364763
3296,BA,4,3,2.0,1.0,0,2900,46.677666711330914
3297,BA,4,3,2.0,1.0,1,1963,44.23041356996207
3298,BA,4,3,2.0,2.0,0,562,54.169152296830084
3299,BA,4,3,2.0,2.0,1,305,51.097519841269836
3300,BA,4,3,3.0,1.0,0,4444,38.273534208785414
3301,BA,4,3,3.0,1.0,1,2431,36.97723776858337
3302,BA,4,3,3.0,2.0,0,143,43.6891149870801
3303,BA,4,3,3.0,2.0,1,93,42.18981481481481
3304,BA,4,3,4.0,1.0,0,20125,38.226438355088156
3305,BA,4,3,4.0,1.0,1,11278,37.223433543388765
3306,BA,4,3,4.0,2.0,0,707,44.219537590853434
3307,BA,4,3,4.0,2.0,1,462,41.33822754248839
3308,BA,4,3,5.0,1.0,0,548,39.239823798723116
3309,BA,4,3,5.0,1.0,1,248,40.35938435833173
3310,BA,4,3,5.0,2.0,0,24,49.375
3311,BA,4,3,5.0,2.0,1,13,38.46666666666667
3312,BA,4,3,6.0,1.0,0,1039,39.38153177581565
3313,BA,4,3,6.0,1.0,1,412,37.02508821603696
3314,BA,4,3,6.0,2.0,0,44,44.83116883116883
3315,BA,4,3,6.0,2.0,1,15,45.54545454545455
3316,BA,4,3,7.0,1.0,0,537,47.83572411812385
3317,BA,4,3,7.0,1.0,1,476,44.280292794833905
3318,BA,4,3,7.0,2.0,0,118,58.37032520325204
3319,BA,4,3,7.0,2.0,1,79,55.509593837535014
3320,BA,4,3,8.0,1.0,0,6045,43.813551025193625
3321,BA,4,3,8.0,1.0,1,4236,42.59737195585475
3322,BA,4,3,8.0,2.0,0,172,46.99354575163398
3323,BA,4,3,8.0,2.0,1,135,44.673941798941804
3324,BA,4,3,9.0,1.0,0,201,43.78229420800579
3325,BA,4,3,9.0,1.0,1,77,42.08184523809524
3326,BA,4,3,9.0,2.0,0,7,42.714285714285715
3327,BA,4,3,9.0,2.0,1,3,46.333333333333336
3328,BA,4,3,10.0,1.0,0,659,27.295244694836576
3329,BA,4,3,10.0,1.0,1,185,27.898739495798317
3330,BA,4,3,10.0,2.0,0,12,31.825
3331,BA,4,3,10.0,2.0,1,6,30.583333333333332
3332,BA,4,3,11.0,1.0,0,380,22.950486138257876
3333,BA,4,3,11.0,1.0,1,129,20.726421628480452
3334,BA,4,3,11.0,2.0,0,7,23.25
3335,BA,4,3,11.0,2.0,1,2,19.0
3336,BA,4,4,1.0,1.0,0,8280,45.939045750895964
3337,BA,4,4,1.0,1.0,1,2192,44.54376828760445
3338,BA,4,4,1.0,2.0,0,433,52.72374563884015
3339,BA,4,4,1.0,2.0,1,144,52.054362468671684
3340,BA,4,4,2.0,1.0,0,1011,49.75370407636703
3341,BA,4,4,2.0,1.0,1,485,48.381151378268335
3342,BA,4,4,2.0,2.0,0,208,58.761374428041094
3343,BA,4,4,2.0,2.0,1,103,56.334391534391536
3344,BA,4,4,3.0,1.0,0,3421,38.886259653598714
3345,BA,4,4,3.0,1.0,1,1077,38.54902820984137
3346,BA,4,4,3.0,2.0,0,142,45.357371794871796
3347,BA,4,4,3.0,2.0,1,60,49.313596491228076
3348,BA,4,4,4.0,1.0,0,16032,39.10212463878815
3349,BA,4,4,4.0,1.0,1,4328,37.68339309291198
3350,BA,4,4,4.0,2.0,0,570,45.12610214041625
3351,BA,4,4,4.0,2.0,1,180,45.596661856661854
3352,BA,4,4,5.0,1.0,0,207,41.422497845291964
3353,BA,4,4,5.0,1.0,1,63,43.38788335847159
3354,BA,4,4,5.0,2.0,0,14,47.214285714285715
3355,BA,4,4,5.0,2.0,1,3,48.0
3356,BA,4,4,6.0,1.0,0,727,39.221475966117175
3357,BA,4,4,6.0,1.0,1,153,36.318257379148065
3358,BA,4,4,6.0,2.0,0,31,49.28947368421053
3359,BA,4,4,6.0,2.0,1,9,47.38095238095239
3360,BA,4,4,7.0,1.0,0,710,57.609469376919456
3361,BA,4,4,7.0,1.0,1,286,57.168510309135314
3362,BA,4,4,7.0,2.0,0,367,66.66481875947456
3363,BA,4,4,7.0,2.0,1,104,65.65048968521191
3364,BA,4,4,8.0,1.0,0,7699,46.324031278407126
3365,BA,4,4,8.0,1.0,1,3021,45.045839663836716
3366,BA,4,4,8.0,2.0,0,280,50.38498053309374
3367,BA,4,4,8.0,2.0,1,98,48.724178403755865
3368,BA,4,4,9.0,1.0,0,289,49.12236328963133
3369,BA,4,4,9.0,1.0,1,40,47.53703703703704
3370,BA,4,4,9.0,2.0,0,10,59.33333333333333
3371,BA,4,4,9.0,2.0,1,1,47.0
3372,BA,4,4,10.0,1.0,0,325,28.430116960415532
3373,BA,4,4,10.0,1.0,1,56,26.72733333333333
3374,BA,4,4,10.0,2.0,0,7,27.8
3375,BA,4,4,10.0,2.0,1,1,20.0
3376,BA,4,4,11.0,1.0,0,129,23.030805958747138
3377,BA,4,4,11.0,1.0,1,28,20.845238095238095
3378,BA,4,4,11.0,2.0,0,3,22.0
3379,BA,4,4,11.0,2.0,1,1,24.0
3380,BA,5,1,1.0,1.0,0,5972,36.25080585989611
3381,BA,5,1,1.0,1.0,1,134791,34.440152385542504
3382,BA,5,1,1.0,2.0,0,435,46.528720440633194
3383,BA,5,1,1.0,2.0,1,9822,44.67290399410075
3384,BA,5,1,2.0,1.0,0,965,38.778649267513366
3385,BA,5,1,2.0,1.0,1,31593,36.68295020015827
3386,BA,5,1,2.0,2.0,0,177,48.206880733944956
3387,BA,5,1,2.0,2.0,1,5234,47.98681179644236
3388,BA,5,1,3.0,1.0,0,138,33.07015332913254
3389,BA,5,1,3.0,1.0,1,2531,31.61946507351358
3390,BA,5,1,3.0,2.0,0,3,38.666666666666664
3391,BA,5,1,3.0,2.0,1,123,42.507201646090536
3392,BA,5,1,4.0,1.0,0,139,36.99812195121952
3393,BA,5,1,4.0,1.0,1,1959,34.0530649087937
3394,BA,5,1,4.0,2.0,0,2,39.5
3395,BA,5,1,4.0,2.0,1,62,45.58009259259259
3396,BA,5,1,5.0,1.0,0,114,35.651967871485944
3397,BA,5,1,5.0,1.0,1,1684,30.56702901665723
3398,BA,5,1,5.0,2.0,0,2,31.5
3399,BA,5,1,5.0,2.0,1,55,41.9431643625192
3400,BA,5,1,6.0,1.0,0,7,31.53333333333333
3401,BA,5,1,6.0,1.0,1,112,34.811355311355314
3402,BA,5,1,6.0,2.0,0,2,50.0
3403,BA,5,1,6.0,2.0,1,6,41.8
3404,BA,5,1,7.0,1.0,0,59,37.05144927536232
3405,BA,5,1,7.0,1.0,1,1830,35.17289373452312
3406,BA,5,1,7.0,2.0,0,7,55.25
3407,BA,5,1,7.0,2.0,1,185,47.63981438433362
3408,BA,5,1,8.0,1.0,0,13,40.69230769230769
3409,BA,5,1,8.0,1.0,1,447,38.29581771548235
3410,BA,5,1,8.0,2.0,0,1,46.0
3411,BA,5,1,8.0,2.0,1,20,42.05
3412,BA,5,1,9.0,1.0,0,1,41.0
3413,BA,5,1,9.0,1.0,1,14,38.57142857142857
3414,BA,5,1,9.0,2.0,1,3,51.0
3415,BA,5,1,10.0,1.0,0,19,26.68686868686869
3416,BA,5,1,10.0,1.0,1,188,25.994838231943497
3417,BA,5,1,10.0,2.0,1,2,25.5
3418,BA,5,1,11.0,1.0,0,19,20.42857142857143
3419,BA,5,1,11.0,1.0,1,127,20.82446665444098
3420,BA,5,1,11.0,2.0,1,6,22.7
3421,BA,5,2,1.0,1.0,0,1551,38.86313171610405
3422,BA,5,2,1.0,1.0,1,38033,37.290188694113766
3423,BA,5,2,1.0,2.0,0,117,50.41177248677249
3424,BA,5,2,1.0,2.0,1,2453,47.60128957118079
3425,BA,5,2,2.0,1.0,0,166,42.46423948220065
3426,BA,5,2,2.0,1.0,1,5305,39.88567328535737
3427,BA,5,2,2.0,2.0,0,39,54.75151515151515
3428,BA,5,2,2.0,2.0,1,915,50.01388888705768
3429,BA,5,2,3.0,1.0,0,105,35.39992869875223
3430,BA,5,2,3.0,1.0,1,1466,33.24470235332599
3431,BA,5,2,3.0,2.0,0,4,44.5
3432,BA,5,2,3.0,2.0,1,59,42.083333333333336
3433,BA,5,2,4.0,1.0,0,219,37.933717633717634
3434,BA,5,2,4.0,1.0,1,1850,34.78295018660993
3435,BA,5,2,4.0,2.0,0,9,41.77777777777778
3436,BA,5,2,4.0,2.0,1,72,39.73199023199023
3437,BA,5,2,5.0,1.0,0,30,36.93333333333333
