,UF,FX_ANO_CADASTRO_FAM,FX_RFPC,CO_PRINCIPAL_TRAB_MEMB,CO_SABE_LER_ESCREVER_MEMB,SIT_ATUALIZACAO,REG,IDADE
17745,SC,5,2,3.0,2.0,1,18,34.6
17746,SC,5,2,4.0,1.0,0,161,34.56927437641723
17747,SC,5,2,4.0,1.0,1,2448,33.15893148949084
17748,SC,5,2,4.0,2.0,0,4,45.166666666666664
17749,SC,5,2,4.0,2.0,1,50,42.96190476190476
17750,SC,5,2,5.0,1.0,0,14,41.95454545454545
17751,SC,5,2,5.0,1.0,1,357,38.34766865079365
17752,SC,5,2,5.0,2.0,0,1,23.0
17753,SC,5,2,5.0,2.0,1,8,42.214285714285715
17754,SC,5,2,6.0,1.0,0,2,37.5
17755,SC,5,2,6.0,1.0,1,60,37.75277777777777
17756,SC,5,2,7.0,1.0,0,2,36.5
17757,SC,5,2,7.0,1.0,1,16,34.80769230769231
17758,SC,5,2,8.0,1.0,0,6,37.0
17759,SC,5,2,8.0,1.0,1,72,36.06944444444444
17760,SC,5,2,8.0,2.0,1,4,44.75
17761,SC,5,2,9.0,1.0,0,2,36.5
17762,SC,5,2,9.0,1.0,1,14,38.666666666666664
17763,SC,5,2,10.0,1.0,0,5,21.444444444444443
17764,SC,5,2,10.0,1.0,1,69,25.60925925925926
17765,SC,5,2,11.0,1.0,0,6,17.8
17766,SC,5,2,11.0,1.0,1,57,17.467261904761905
17767,SC,5,2,11.0,2.0,1,1,16.0
17768,SC,5,3,1.0,1.0,0,959,41.02971697639185
17769,SC,5,3,1.0,1.0,1,14988,39.79251845755786
17770,SC,5,3,1.0,2.0,0,31,51.78333333333334
17771,SC,5,3,1.0,2.0,1,503,47.621818105605385
17772,SC,5,3,2.0,1.0,0,34,43.4984126984127
17773,SC,5,3,2.0,1.0,1,609,40.36817597982807
17774,SC,5,3,2.0,2.0,0,2,42.5
17775,SC,5,3,2.0,2.0,1,34,44.62173913043478
17776,SC,5,3,3.0,1.0,0,83,36.79559748427673
17777,SC,5,3,3.0,1.0,1,1279,35.266025662323656
17778,SC,5,3,3.0,2.0,0,3,41.666666666666664
17779,SC,5,3,3.0,2.0,1,51,40.450450450450454
17780,SC,5,3,4.0,1.0,0,1119,36.73101923065925
17781,SC,5,3,4.0,1.0,1,13598,35.352797852803604
17782,SC,5,3,4.0,2.0,0,30,42.766666666666666
17783,SC,5,3,4.0,2.0,1,346,42.55598066185023
17784,SC,5,3,5.0,1.0,0,28,37.575
17785,SC,5,3,5.0,1.0,1,541,40.28080659242629
17786,SC,5,3,5.0,2.0,0,1,43.0
17787,SC,5,3,5.0,2.0,1,19,42.36666666666667
17788,SC,5,3,6.0,1.0,0,27,41.96140350877193
17789,SC,5,3,6.0,1.0,1,303,36.77564894511983
17790,SC,5,3,6.0,2.0,0,1,30.0
17791,SC,5,3,6.0,2.0,1,13,36.59090909090909
17792,SC,5,3,7.0,1.0,0,4,41.75
17793,SC,5,3,7.0,1.0,1,43,39.1075
17794,SC,5,3,7.0,2.0,0,1,65.0
17795,SC,5,3,7.0,2.0,1,4,47.666666666666664
17796,SC,5,3,8.0,1.0,0,86,40.89465408805031
17797,SC,5,3,8.0,1.0,1,643,41.02391860238787
17798,SC,5,3,8.0,2.0,0,1,33.0
17799,SC,5,3,8.0,2.0,1,12,44.833333333333336
17800,SC,5,3,9.0,1.0,0,6,39.333333333333336
17801,SC,5,3,9.0,1.0,1,87,38.928027385537014
17802,SC,5,3,9.0,2.0,0,2,55.0
17803,SC,5,3,10.0,1.0,0,51,26.339285714285715
17804,SC,5,3,10.0,1.0,1,287,24.21172410192147
17805,SC,5,3,10.0,2.0,1,2,41.0
17806,SC,5,3,11.0,1.0,0,12,19.452380952380953
17807,SC,5,3,11.0,1.0,1,200,17.866636308439585
17808,SC,5,3,11.0,2.0,1,2,17.5
17809,SC,5,4,1.0,1.0,0,852,46.601550862746656
17810,SC,5,4,1.0,1.0,1,6527,44.322951693409344
17811,SC,5,4,1.0,2.0,0,15,52.65384615384615
17812,SC,5,4,1.0,2.0,1,183,48.27133333333333
17813,SC,5,4,2.0,1.0,0,60,51.77612612612613
17814,SC,5,4,2.0,1.0,1,406,45.476995830256705
17815,SC,5,4,2.0,2.0,0,2,61.5
17816,SC,5,4,2.0,2.0,1,32,53.97751322751323
17817,SC,5,4,3.0,1.0,0,94,39.43
17818,SC,5,4,3.0,1.0,1,783,39.53424676813104
17819,SC,5,4,3.0,2.0,0,3,57.0
17820,SC,5,4,3.0,2.0,1,16,51.875
17821,SC,5,4,4.0,1.0,0,1862,39.03404786127559
17822,SC,5,4,4.0,1.0,1,12943,37.72600570752185
17823,SC,5,4,4.0,2.0,0,35,37.06
17824,SC,5,4,4.0,2.0,1,322,44.31391916664194
17825,SC,5,4,5.0,1.0,0,24,44.083333333333336
17826,SC,5,4,5.0,1.0,1,184,46.15920518944029
17827,SC,5,4,5.0,2.0,0,1,48.0
17828,SC,5,4,5.0,2.0,1,12,54.0
17829,SC,5,4,6.0,1.0,0,54,41.53762626262626
17830,SC,5,4,6.0,1.0,1,274,39.68748595406204
17831,SC,5,4,6.0,2.0,1,6,50.2
17832,SC,5,4,7.0,1.0,0,2,45.0
17833,SC,5,4,7.0,1.0,1,24,46.214285714285715
17834,SC,5,4,7.0,2.0,1,1,49.0
17835,SC,5,4,8.0,1.0,0,261,43.24799107142857
17836,SC,5,4,8.0,1.0,1,1669,44.04200585553816
17837,SC,5,4,8.0,2.0,0,1,46.0
17838,SC,5,4,8.0,2.0,1,24,49.0
17839,SC,5,4,9.0,1.0,0,39,47.079861111111114
17840,SC,5,4,9.0,1.0,1,172,46.195158052127276
17841,SC,5,4,9.0,2.0,1,3,38.0
17842,SC,5,4,10.0,1.0,0,57,25.273333333333333
17843,SC,5,4,10.0,1.0,1,227,24.342747483124842
17844,SC,5,4,10.0,2.0,0,1,23.0
17845,SC,5,4,10.0,2.0,1,1,17.0
17846,SC,5,4,11.0,1.0,0,21,18.884615384615383
17847,SC,5,4,11.0,1.0,1,150,17.64088921282799
17848,SC,5,4,11.0,2.0,1,1,35.0
17849,SE,1,1,1.0,1.0,0,7170,46.05876651945289
17850,SE,1,1,1.0,1.0,1,12487,45.46368920650648
17851,SE,1,1,1.0,2.0,0,1190,51.34230251317499
17852,SE,1,1,1.0,2.0,1,2192,50.41541320366735
17853,SE,1,1,2.0,1.0,0,5332,49.32426182690682
17854,SE,1,1,2.0,1.0,1,11808,47.694203677046644
17855,SE,1,1,2.0,2.0,0,1896,52.53288238726205
17856,SE,1,1,2.0,2.0,1,4182,50.78811310574694
17857,SE,1,1,3.0,1.0,0,103,44.94050522648084
17858,SE,1,1,3.0,1.0,1,138,39.46257784613048
17859,SE,1,1,3.0,2.0,0,14,51.13636363636363
17860,SE,1,1,3.0,2.0,1,32,49.52083333333333
17861,SE,1,1,4.0,1.0,0,171,41.35714962121212
17862,SE,1,1,4.0,1.0,1,225,38.41066963017091
17863,SE,1,1,4.0,2.0,0,14,46.625
17864,SE,1,1,4.0,2.0,1,22,48.05
17865,SE,1,1,5.0,1.0,0,223,46.050769442545764
17866,SE,1,1,5.0,1.0,1,284,45.01011937921937
17867,SE,1,1,5.0,2.0,0,26,48.82179487179488
17868,SE,1,1,5.0,2.0,1,46,49.17324561403509
17869,SE,1,1,6.0,1.0,0,12,44.854166666666664
17870,SE,1,1,6.0,1.0,1,12,47.32666666666667
17871,SE,1,1,6.0,2.0,0,2,42.0
17872,SE,1,1,6.0,2.0,1,1,46.0
17873,SE,1,1,7.0,1.0,0,387,45.27167614031586
17874,SE,1,1,7.0,1.0,1,911,44.37802642261705
17875,SE,1,1,7.0,2.0,0,128,53.071988304093566
17876,SE,1,1,7.0,2.0,1,276,48.82285579417136
17877,SE,1,1,8.0,1.0,0,29,42.02222222222222
17878,SE,1,1,8.0,1.0,1,64,41.495673076923076
17879,SE,1,1,8.0,2.0,0,7,52.86666666666666
17880,SE,1,1,8.0,2.0,1,3,43.333333333333336
17881,SE,1,1,9.0,1.0,0,2,30.0
17882,SE,1,1,10.0,1.0,0,7,31.541666666666668
17883,SE,1,1,10.0,1.0,1,13,24.395833333333336
17884,SE,1,1,11.0,1.0,0,36,21.668518518518518
17885,SE,1,1,11.0,1.0,1,44,19.78611111111111
17886,SE,1,1,11.0,2.0,0,1,23.0
17887,SE,1,2,1.0,1.0,0,992,46.30737102773601
17888,SE,1,2,1.0,1.0,1,1427,45.70772555638511
17889,SE,1,2,1.0,2.0,0,92,48.66019047619047
17890,SE,1,2,1.0,2.0,1,177,49.94288361420714
17891,SE,1,2,2.0,1.0,0,245,50.17601489188086
17892,SE,1,2,2.0,1.0,1,709,45.74617931204289
17893,SE,1,2,2.0,2.0,0,69,50.59367816091954
17894,SE,1,2,2.0,2.0,1,243,51.328783311222836
17895,SE,1,2,3.0,1.0,0,35,41.63939393939393
17896,SE,1,2,3.0,1.0,1,48,41.46794871794872
17897,SE,1,2,3.0,2.0,0,14,49.260000000000005
17898,SE,1,2,3.0,2.0,1,8,45.5
17899,SE,1,2,4.0,1.0,0,226,42.10235244281297
17900,SE,1,2,4.0,1.0,1,197,41.63667102396514
17901,SE,1,2,4.0,2.0,0,12,46.59090909090909
17902,SE,1,2,4.0,2.0,1,25,51.07843137254902
17903,SE,1,2,5.0,1.0,0,53,46.81331699346405
17904,SE,1,2,5.0,1.0,1,69,45.2578689370485
17905,SE,1,2,5.0,2.0,0,3,48.333333333333336
17906,SE,1,2,5.0,2.0,1,5,47.333333333333336
17907,SE,1,2,6.0,1.0,0,28,42.137529137529135
17908,SE,1,2,6.0,1.0,1,12,41.19047619047619
17909,SE,1,2,6.0,2.0,1,3,47.333333333333336
17910,SE,1,2,7.0,1.0,0,27,46.7
17911,SE,1,2,7.0,1.0,1,40,42.241025641025644
17912,SE,1,2,7.0,2.0,0,14,50.126666666666665
17913,SE,1,2,7.0,2.0,1,16,47.42063492063492
17914,SE,1,2,8.0,1.0,0,54,45.99677419354839
17915,SE,1,2,8.0,1.0,1,76,43.1380291005291
17916,SE,1,2,8.0,2.0,0,3,49.666666666666664
17917,SE,1,2,8.0,2.0,1,7,47.5
17918,SE,1,2,10.0,1.0,0,3,35.5
17919,SE,1,2,10.0,1.0,1,5,23.375
17920,SE,1,2,11.0,1.0,0,22,21.554545454545455
17921,SE,1,2,11.0,1.0,1,27,20.441666666666666
17922,SE,1,2,11.0,2.0,0,1,21.0
17923,SE,1,2,11.0,2.0,1,1,59.0
17924,SE,1,3,1.0,1.0,0,756,48.24421436756096
17925,SE,1,3,1.0,1.0,1,864,47.830981853844555
17926,SE,1,3,1.0,2.0,0,97,53.503240740740736
17927,SE,1,3,1.0,2.0,1,128,52.39221382783883
17928,SE,1,3,2.0,1.0,0,631,51.668560664512405
17929,SE,1,3,2.0,1.0,1,1007,50.27743881283822
17930,SE,1,3,2.0,2.0,0,253,56.194965929634265
17931,SE,1,3,2.0,2.0,1,306,52.936397182944916
17932,SE,1,3,3.0,1.0,0,135,43.65186335403727
17933,SE,1,3,3.0,1.0,1,120,44.09663120567375
17934,SE,1,3,3.0,2.0,0,10,55.22222222222222
17935,SE,1,3,3.0,2.0,1,12,50.7037037037037
17936,SE,1,3,4.0,1.0,0,890,44.20313513180722
17937,SE,1,3,4.0,1.0,1,905,42.94764797360756
17938,SE,1,3,4.0,2.0,0,73,51.657963875205255
17939,SE,1,3,4.0,2.0,1,99,49.82148640832852
17940,SE,1,3,5.0,1.0,0,41,46.5125
17941,SE,1,3,5.0,1.0,1,32,44.312179487179485
17942,SE,1,3,5.0,2.0,1,4,50.833333333333336
17943,SE,1,3,6.0,1.0,0,96,40.556642608928094
17944,SE,1,3,6.0,1.0,1,51,42.70916666666666
17945,SE,1,3,6.0,2.0,0,6,49.333333333333336
17946,SE,1,3,7.0,1.0,0,125,50.77606264106264
17947,SE,1,3,7.0,1.0,1,260,46.65876699181577
17948,SE,1,3,7.0,2.0,0,56,57.11172161172161
17949,SE,1,3,7.0,2.0,1,100,53.376657668881506
17950,SE,1,3,8.0,1.0,0,302,48.76379881502832
17951,SE,1,3,8.0,1.0,1,404,46.83601744417139
17952,SE,1,3,8.0,2.0,0,19,50.9
17953,SE,1,3,8.0,2.0,1,47,49.844202898550726
17954,SE,1,3,9.0,1.0,0,7,44.285714285714285
17955,SE,1,3,9.0,1.0,1,5,45.25
17956,SE,1,3,10.0,1.0,0,8,27.214285714285715
17957,SE,1,3,10.0,1.0,1,10,21.333333333333332
17958,SE,1,3,11.0,1.0,0,25,22.83058608058608
17959,SE,1,3,11.0,1.0,1,25,20.816666666666666
17960,SE,1,4,1.0,1.0,0,82,48.483363042186575
17961,SE,1,4,1.0,1.0,1,68,48.04385560675883
17962,SE,1,4,1.0,2.0,0,15,57.263888888888886
17963,SE,1,4,1.0,2.0,1,10,56.8125
17964,SE,1,4,2.0,1.0,0,167,51.45607638888889
17965,SE,1,4,2.0,1.0,1,153,51.04727005686259
17966,SE,1,4,2.0,2.0,0,87,56.84246319300667
17967,SE,1,4,2.0,2.0,1,64,57.31140350877193
17968,SE,1,4,3.0,1.0,0,37,40.42463768115942
17969,SE,1,4,3.0,1.0,1,34,41.196969696969695
17970,SE,1,4,3.0,2.0,0,4,56.5
17971,SE,1,4,3.0,2.0,1,3,57.5
17972,SE,1,4,4.0,1.0,0,309,43.67320679912286
17973,SE,1,4,4.0,1.0,1,207,41.16362707340968
17974,SE,1,4,4.0,2.0,0,23,52.294444444444444
17975,SE,1,4,4.0,2.0,1,19,51.595238095238095
17976,SE,1,4,5.0,1.0,0,5,43.125
17977,SE,1,4,5.0,2.0,1,1,47.0
17978,SE,1,4,6.0,1.0,0,22,40.947916666666664
17979,SE,1,4,6.0,1.0,1,17,43.958333333333336
17980,SE,1,4,6.0,2.0,0,6,51.916666666666664
17981,SE,1,4,7.0,1.0,0,44,58.474637681159415
17982,SE,1,4,7.0,1.0,1,31,54.69666666666667
17983,SE,1,4,7.0,2.0,0,41,65.62370370370371
17984,SE,1,4,7.0,2.0,1,22,60.823076923076925
17985,SE,1,4,8.0,1.0,0,141,49.80380952380953
17986,SE,1,4,8.0,1.0,1,170,47.548618113912234
17987,SE,1,4,8.0,2.0,0,10,56.3125
17988,SE,1,4,8.0,2.0,1,10,53.72222222222222
17989,SE,1,4,9.0,1.0,0,4,49.16666666666667
17990,SE,1,4,9.0,2.0,0,1,58.0
17991,SE,1,4,10.0,1.0,0,7,24.5
17992,SE,1,4,10.0,1.0,1,1,21.0
17993,SE,1,4,11.0,1.0,0,3,23.333333333333332
17994,SE,1,4,11.0,1.0,1,2,17.0
17995,SE,2,1,1.0,1.0,0,8211,41.2696910122008
17996,SE,2,1,1.0,1.0,1,13755,40.7537322657108
17997,SE,2,1,1.0,2.0,0,700,47.789265542704314
17998,SE,2,1,1.0,2.0,1,1467,46.29872383793616
17999,SE,2,1,2.0,1.0,0,4243,42.670399485647096
18000,SE,2,1,2.0,1.0,1,10675,41.182278979445684
18001,SE,2,1,2.0,2.0,0,950,48.84916001293557
18002,SE,2,1,2.0,2.0,1,2454,47.32409102504267
18003,SE,2,1,3.0,1.0,0,140,39.54458553791887
18004,SE,2,1,3.0,1.0,1,148,40.28733535967579
18005,SE,2,1,3.0,2.0,0,11,43.8
18006,SE,2,1,3.0,2.0,1,15,41.69
18007,SE,2,1,4.0,1.0,0,180,39.22815755672899
18008,SE,2,1,4.0,1.0,1,221,38.815988630263995
18009,SE,2,1,4.0,2.0,0,12,44.333333333333336
18010,SE,2,1,4.0,2.0,1,20,45.395833333333336
18011,SE,2,1,5.0,1.0,0,232,41.08734773479284
18012,SE,2,1,5.0,1.0,1,350,41.15273361241103
18013,SE,2,1,5.0,2.0,0,19,48.96969696969697
18014,SE,2,1,5.0,2.0,1,32,42.52801120448179
18015,SE,2,1,6.0,1.0,0,13,37.76190476190476
18016,SE,2,1,6.0,1.0,1,12,42.625
18017,SE,2,1,6.0,2.0,0,1,39.0
18018,SE,2,1,6.0,2.0,1,2,45.0
18019,SE,2,1,7.0,1.0,0,279,40.358931513915785
18020,SE,2,1,7.0,1.0,1,808,37.658451110606975
18021,SE,2,1,7.0,2.0,0,40,47.394615384615385
18022,SE,2,1,7.0,2.0,1,108,44.904207516339866
18023,SE,2,1,8.0,1.0,0,19,40.714285714285715
18024,SE,2,1,8.0,1.0,1,77,40.44245409762651
18025,SE,2,1,8.0,2.0,0,1,39.0
18026,SE,2,1,8.0,2.0,1,7,42.1
18027,SE,2,1,9.0,1.0,0,1,60.0
18028,SE,2,1,9.0,1.0,1,2,43.0
18029,SE,2,1,10.0,1.0,0,6,28.125
18030,SE,2,1,10.0,1.0,1,5,22.666666666666668
18031,SE,2,1,11.0,1.0,0,20,20.948214285714286
18032,SE,2,1,11.0,1.0,1,25,19.830246913580247
18033,SE,2,1,11.0,2.0,1,1,15.0
18034,SE,2,2,1.0,1.0,0,1107,42.97770533946743
18035,SE,2,2,1.0,1.0,1,1412,41.391601775049075
18036,SE,2,2,1.0,2.0,0,65,48.68850931677018
18037,SE,2,2,1.0,2.0,1,105,43.82394755003451
18038,SE,2,2,2.0,1.0,0,187,42.421374435660155
18039,SE,2,2,2.0,1.0,1,388,41.11134785440831
18040,SE,2,2,2.0,2.0,0,33,49.452083333333334
18041,SE,2,2,2.0,2.0,1,99,47.14232946464129
18042,SE,2,2,3.0,1.0,0,52,40.201262626262626
18043,SE,2,2,3.0,1.0,1,62,38.992816091954026
18044,SE,2,2,3.0,2.0,0,5,43.0
18045,SE,2,2,3.0,2.0,1,4,45.5
18046,SE,2,2,4.0,1.0,0,282,39.77985902985903
18047,SE,2,2,4.0,1.0,1,217,38.759033150115464
18048,SE,2,2,4.0,2.0,0,13,40.888888888888886
18049,SE,2,2,4.0,2.0,1,14,44.125
18050,SE,2,2,5.0,1.0,0,59,41.29848484848485
18051,SE,2,2,5.0,1.0,1,56,40.062659607598874
18052,SE,2,2,5.0,2.0,0,3,44.666666666666664
18053,SE,2,2,5.0,2.0,1,3,46.666666666666664
18054,SE,2,2,6.0,1.0,0,21,43.44444444444444
18055,SE,2,2,6.0,1.0,1,15,38.291666666666664
18056,SE,2,2,7.0,1.0,0,20,43.72592592592593
18057,SE,2,2,7.0,1.0,1,35,41.070238095238096
18058,SE,2,2,7.0,2.0,0,5,54.44444444444445
18059,SE,2,2,7.0,2.0,1,7,45.958333333333336
18060,SE,2,2,8.0,1.0,0,46,41.83
18061,SE,2,2,8.0,1.0,1,71,38.864285714285714
18062,SE,2,2,8.0,2.0,0,3,41.0
18063,SE,2,2,8.0,2.0,1,1,36.0
18064,SE,2,2,9.0,1.0,1,1,37.0
18065,SE,2,2,10.0,1.0,0,2,32.0
18066,SE,2,2,10.0,1.0,1,5,23.75
18067,SE,2,2,11.0,1.0,0,8,21.033333333333335
18068,SE,2,2,11.0,1.0,1,30,20.419753086419753
18069,SE,2,3,1.0,1.0,0,661,42.55011382021915
18070,SE,2,3,1.0,1.0,1,735,43.2390940443534
18071,SE,2,3,1.0,2.0,0,34,46.68137254901961
18072,SE,2,3,1.0,2.0,1,71,47.70446859903382
18073,SE,2,3,2.0,1.0,0,317,47.07017848103839
18074,SE,2,3,2.0,1.0,1,444,46.3879745572951
18075,SE,2,3,2.0,2.0,0,76,54.6862962962963
18076,SE,2,3,2.0,2.0,1,104,49.780392156862746
18077,SE,2,3,3.0,1.0,0,112,39.81071428571429
18078,SE,2,3,3.0,1.0,1,115,39.05040650406504
18079,SE,2,3,3.0,2.0,0,10,52.214285714285715
18080,SE,2,3,3.0,2.0,1,8,42.375
18081,SE,2,3,4.0,1.0,0,1022,39.46319335141777
18082,SE,2,3,4.0,1.0,1,901,40.04337846486831
18083,SE,2,3,4.0,2.0,0,61,45.57440476190476
18084,SE,2,3,4.0,2.0,1,79,46.545500459136825
18085,SE,2,3,5.0,1.0,0,27,41.09615384615385
18086,SE,2,3,5.0,1.0,1,29,42.343333333333334
18087,SE,2,3,5.0,2.0,0,1,53.0
18088,SE,2,3,5.0,2.0,1,1,58.0
18089,SE,2,3,6.0,1.0,0,98,39.884556121844255
18090,SE,2,3,6.0,1.0,1,59,39.259663865546216
18091,SE,2,3,6.0,2.0,0,8,47.43333333333333
18092,SE,2,3,6.0,2.0,1,4,47.833333333333336
18093,SE,2,3,7.0,1.0,0,59,43.466120835686056
18094,SE,2,3,7.0,1.0,1,122,42.152931268888715
18095,SE,2,3,7.0,2.0,0,25,50.30086580086581
18096,SE,2,3,7.0,2.0,1,36,54.25
18097,SE,2,3,8.0,1.0,0,254,42.50041602662571
18098,SE,2,3,8.0,1.0,1,313,41.94554273615072
18099,SE,2,3,8.0,2.0,0,8,52.375
18100,SE,2,3,8.0,2.0,1,19,50.77272727272727
18101,SE,2,3,9.0,1.0,0,2,40.0
18102,SE,2,3,9.0,1.0,1,3,43.666666666666664
18103,SE,2,3,9.0,2.0,1,1,48.0
18104,SE,2,3,10.0,1.0,0,13,31.433333333333337
18105,SE,2,3,10.0,1.0,1,7,27.866666666666664
18106,SE,2,3,11.0,1.0,0,16,21.727272727272727
18107,SE,2,3,11.0,1.0,1,30,20.00378787878788
18108,SE,2,4,1.0,1.0,0,69,46.35039682539683
18109,SE,2,4,1.0,1.0,1,57,45.65800865800866
18110,SE,2,4,1.0,2.0,0,1,41.0
18111,SE,2,4,1.0,2.0,1,4,53.0
18112,SE,2,4,2.0,1.0,0,33,51.2172373081464
18113,SE,2,4,2.0,1.0,1,49,50.12037037037037
18114,SE,2,4,2.0,2.0,0,19,63.89285714285714
18115,SE,2,4,2.0,2.0,1,15,53.080357142857146
18116,SE,2,4,3.0,1.0,0,37,42.44666666666667
18117,SE,2,4,3.0,1.0,1,35,38.81060606060606
18118,SE,2,4,3.0,2.0,1,2,57.0
18119,SE,2,4,4.0,1.0,0,206,40.05776740237691
18120,SE,2,4,4.0,1.0,1,140,39.859552845528455
18121,SE,2,4,4.0,2.0,0,12,47.0
18122,SE,2,4,4.0,2.0,1,16,46.54545454545455
18123,SE,2,4,5.0,1.0,0,2,39.5
18124,SE,2,4,5.0,1.0,1,3,34.666666666666664
18125,SE,2,4,6.0,1.0,0,20,42.29545454545455
18126,SE,2,4,6.0,1.0,1,17,42.07857142857143
18127,SE,2,4,7.0,1.0,0,11,57.0
18128,SE,2,4,7.0,1.0,1,7,56.75
18129,SE,2,4,7.0,2.0,0,11,58.625
18130,SE,2,4,7.0,2.0,1,5,61.875
18131,SE,2,4,8.0,1.0,0,64,47.14264705882353
18132,SE,2,4,8.0,1.0,1,98,47.03683166248956
18133,SE,2,4,8.0,2.0,0,3,49.333333333333336
18134,SE,2,4,8.0,2.0,1,6,42.5
18135,SE,2,4,9.0,1.0,0,3,44.333333333333336
18136,SE,2,4,9.0,1.0,1,2,46.5
18137,SE,2,4,10.0,1.0,0,3,37.0
18138,SE,2,4,10.0,1.0,1,1,25.0
18139,SE,2,4,11.0,1.0,0,3,23.0
18140,SE,2,4,11.0,1.0,1,6,20.0
18141,SE,3,1,1.0,1.0,0,9085,36.407264052374934
18142,SE,3,1,1.0,1.0,1,13701,35.71590212251802
18143,SE,3,1,1.0,2.0,0,763,42.6022274109802
18144,SE,3,1,1.0,2.0,1,1227,42.973498865802306
18145,SE,3,1,2.0,1.0,0,4306,37.31493552992815
18146,SE,3,1,2.0,1.0,1,9236,36.83828225860649
18147,SE,3,1,2.0,2.0,0,984,46.39405218951657
18148,SE,3,1,2.0,2.0,1,1877,44.77533326906648
18149,SE,3,1,3.0,1.0,0,134,33.0161938534279
18150,SE,3,1,3.0,1.0,1,179,36.88553886589601
18151,SE,3,1,3.0,2.0,0,9,42.9375
18152,SE,3,1,3.0,2.0,1,14,41.666666666666664
18153,SE,3,1,4.0,1.0,0,157,35.371971386101826
18154,SE,3,1,4.0,1.0,1,194,34.81057676241887
18155,SE,3,1,4.0,2.0,0,7,40.142857142857146
18156,SE,3,1,4.0,2.0,1,10,32.833333333333336
18157,SE,3,1,5.0,1.0,0,199,33.99697907806016
18158,SE,3,1,5.0,1.0,1,302,35.94938594125296
18159,SE,3,1,5.0,2.0,0,14,41.59090909090909
18160,SE,3,1,5.0,2.0,1,18,37.87962962962963
18161,SE,3,1,6.0,1.0,0,11,43.291666666666664
18162,SE,3,1,6.0,1.0,1,13,39.7037037037037
18163,SE,3,1,6.0,2.0,0,1,28.0
18164,SE,3,1,6.0,2.0,1,1,37.0
18165,SE,3,1,7.0,1.0,0,224,35.33344885583524
18166,SE,3,1,7.0,1.0,1,523,32.78439666619743
18167,SE,3,1,7.0,2.0,0,24,44.06277056277056
18168,SE,3,1,7.0,2.0,1,60,46.17307692307692
18169,SE,3,1,8.0,1.0,0,19,33.76470588235294
18170,SE,3,1,8.0,1.0,1,49,34.25
18171,SE,3,1,8.0,2.0,0,1,38.0
18172,SE,3,1,8.0,2.0,1,7,44.666666666666664
18173,SE,3,1,9.0,1.0,1,3,39.333333333333336
18174,SE,3,1,10.0,1.0,0,3,38.333333333333336
18175,SE,3,1,10.0,1.0,1,5,25.0
18176,SE,3,1,10.0,2.0,0,1,41.0
18177,SE,3,1,11.0,1.0,0,12,22.38095238095238
18178,SE,3,1,11.0,1.0,1,12,19.785714285714285
18179,SE,3,2,1.0,1.0,0,1306,39.01987246155967
18180,SE,3,2,1.0,1.0,1,1492,38.04084465372528
18181,SE,3,2,1.0,2.0,0,67,46.381211180124225
18182,SE,3,2,1.0,2.0,1,86,40.48969474969475
18183,SE,3,2,2.0,1.0,0,181,39.543584060418425
18184,SE,3,2,2.0,1.0,1,460,38.83507433162301
18185,SE,3,2,2.0,2.0,0,33,45.166666666666664
18186,SE,3,2,2.0,2.0,1,72,43.07905982905983
18187,SE,3,2,3.0,1.0,0,62,35.54901960784314
18188,SE,3,2,3.0,1.0,1,47,34.07424242424242
18189,SE,3,2,3.0,2.0,0,2,39.5
18190,SE,3,2,3.0,2.0,1,2,41.0
18191,SE,3,2,4.0,1.0,0,194,35.37987616448094
18192,SE,3,2,4.0,1.0,1,193,35.752142477405634
18193,SE,3,2,4.0,2.0,0,15,37.81818181818182
18194,SE,3,2,4.0,2.0,1,8,34.5
18195,SE,3,2,5.0,1.0,0,33,43.68333333333333
18196,SE,3,2,5.0,1.0,1,64,38.595726495726495
18197,SE,3,2,5.0,2.0,0,1,49.0
18198,SE,3,2,5.0,2.0,1,2,28.0
18199,SE,3,2,6.0,1.0,0,16,36.765625
18200,SE,3,2,6.0,1.0,1,14,36.833333333333336
18201,SE,3,2,6.0,2.0,1,1,46.0
18202,SE,3,2,7.0,1.0,0,8,31.73333333333333
18203,SE,3,2,7.0,1.0,1,10,35.375
18204,SE,3,2,7.0,2.0,0,2,44.5
18205,SE,3,2,7.0,2.0,1,1,41.0
18206,SE,3,2,8.0,1.0,0,22,38.333333333333336
18207,SE,3,2,8.0,1.0,1,45,35.65700483091787
18208,SE,3,2,8.0,2.0,0,1,36.0
18209,SE,3,2,8.0,2.0,1,2,45.0
18210,SE,3,2,9.0,1.0,0,1,38.0
18211,SE,3,2,10.0,1.0,0,8,32.77777777777778
18212,SE,3,2,10.0,1.0,1,3,29.333333333333332
18213,SE,3,2,11.0,1.0,0,9,21.2
18214,SE,3,2,11.0,1.0,1,9,19.75
18215,SE,3,3,1.0,1.0,0,928,40.714295560334726
18216,SE,3,3,1.0,1.0,1,862,40.43307138497333
18217,SE,3,3,1.0,2.0,0,65,47.31478174603175
18218,SE,3,3,1.0,2.0,1,72,45.65398918187965
18219,SE,3,3,2.0,1.0,0,253,42.68727432698021
18220,SE,3,3,2.0,1.0,1,383,43.42623272805847
18221,SE,3,3,2.0,2.0,0,58,50.69247311827957
18222,SE,3,3,2.0,2.0,1,68,46.000151515151515
