UF,FX_ANO_CADASTRO_FAM,SIT_ATUALIZACAO,FX_RFPC,CO_LOCAL_DOMIC_FAM,REG,VL_RENDA_MEDIA_FAM,QTD_PESSOAS
AM,3,1,3,1.0,4374,396.4487882944673,2.9910836762688615
AM,3,1,3,2.0,1013,367.19249753208294,3.510365251727542
AM,3,1,4,1.0,3789,1109.3842702560041,1.333861177091581
AM,3,1,4,2.0,552,1096.0072463768115,1.4076086956521738
AM,4,0,1,1.0,63773,48.93309080645414,2.582440844871654
AM,4,0,1,2.0,13773,32.751325056269515,2.613373992594206
AM,4,0,2,1.0,15323,159.5425830450956,2.407296221366573
AM,4,0,2,2.0,1405,165.08042704626334,2.018505338078292
AM,4,0,3,1.0,20313,401.04189435336974,2.4218480775857825
AM,4,0,3,2.0,1972,409.5811359026369,2.136916835699797
AM,4,0,4,1.0,42439,1064.407973797686,1.2567214119088574
AM,4,0,4,2.0,9306,1009.0983236621535,1.1660219213410703
AM,4,1,1,1.0,46404,36.977157141625725,2.7085165071976554
AM,4,1,1,2.0,25551,27.395953191655902,3.1829282611248093
AM,4,1,2,1.0,6799,160.29886748051183,2.1900279452860714
AM,4,1,2,2.0,1046,156.55066921606118,2.6778202676864247
AM,4,1,3,1.0,10841,436.0740706576884,2.457799096024352
AM,4,1,3,2.0,1722,441.1794425087108,2.5905923344947737
AM,4,1,4,1.0,18179,1127.3010616645581,1.2387370042356565
AM,4,1,4,2.0,3766,1108.7796070100903,1.2320764737121614
AM,5,0,1,1.0,3445,52.2833091436865,2.427866473149492
AM,5,0,1,2.0,995,35.062311557788945,2.314572864321608
AM,5,0,2,1.0,1345,163.85650557620818,2.303345724907063
AM,5,0,2,2.0,114,163.2982456140351,2.1228070175438596
AM,5,0,3,1.0,2144,416.87873134328356,2.4440298507462686
AM,5,0,3,2.0,227,437.74449339207047,2.3656387665198237
AM,5,0,4,1.0,3710,1115.444204851752,1.3080862533692723
AM,5,0,4,2.0,723,1090.6970954356846,1.1687413554633472
AM,5,1,1,1.0,53772,49.398664732574574,1.9822770214981775
AM,5,1,1,2.0,21014,35.55667650138003,2.0724754925287905
AM,5,1,2,1.0,15733,164.39579228373483,1.770990910824382
AM,5,1,2,2.0,2247,164.70004450378283,1.702714730752114
AM,5,1,3,1.0,13610,394.67171197648787,2.0492285084496693
AM,5,1,3,2.0,1922,401.9646201873049,1.9464099895941727
AM,5,1,4,1.0,15039,1192.4731697586276,1.285324822129131
AM,5,1,4,2.0,2905,1140.2430292598967,1.2323580034423407
AP,1,0,1,1.0,1695,37.094985250737466,3.5811209439528024
AP,1,0,1,2.0,323,23.569659442724458,3.9504643962848296
AP,1,0,2,1.0,389,154.92030848329048,3.6992287917737787
AP,1,0,2,2.0,57,157.82456140350877,4.912280701754386
AP,1,0,3,1.0,602,366.80066445182723,2.993355481727575
AP,1,0,3,2.0,82,380.1341463414634,3.3048780487804876
AP,1,0,4,1.0,269,968.9330855018587,1.3159851301115242
AP,1,0,4,2.0,39,983.8717948717949,1.7179487179487178
AP,1,1,1,1.0,3170,33.6179810725552,3.5394321766561516
AP,1,1,1,2.0,626,26.47923322683706,4.261980830670926
AP,1,1,2,1.0,482,153.7448132780083,3.3775933609958506
AP,1,1,2,2.0,73,154.02739726027397,4.904109589041096
AP,1,1,3,1.0,570,384.0385964912281,3.1842105263157894
AP,1,1,3,2.0,81,368.641975308642,3.4691358024691357
AP,1,1,4,1.0,228,1032.6491228070176,1.6140350877192982
AP,1,1,4,2.0,26,1349.8846153846155,1.3076923076923077
AP,2,0,1,1.0,6122,34.34857889578569,3.8721006207121857
AP,2,0,1,2.0,1786,18.662933930571107,4.603583426651736
AP,2,0,2,1.0,998,153.53306613226454,3.9919839679358717
AP,2,0,2,2.0,156,151.39102564102564,4.788461538461538
AP,2,0,3,1.0,1129,353.07617360496016,3.0593445527015057
AP,2,0,3,2.0,171,353.3625730994152,3.409356725146199
AP,2,0,4,1.0,390,960.8794871794872,1.4102564102564104
AP,2,0,4,2.0,82,904.1951219512196,2.024390243902439
AP,2,1,1,1.0,11118,33.419859686994066,3.893236193559993
AP,2,1,1,2.0,2573,29.883404586086282,4.619898950641275
AP,2,1,2,1.0,1412,151.87606232294618,3.843484419263456
AP,2,1,2,2.0,240,153.02916666666667,4.945833333333334
AP,2,1,3,1.0,1237,364.59337105901375,3.3500404203718674
AP,2,1,3,2.0,177,347.8135593220339,3.76271186440678
AP,2,1,4,1.0,243,1100.5802469135801,1.5267489711934157
AP,2,1,4,2.0,38,1015.7105263157895,1.9473684210526316
AP,3,0,1,1.0,5177,36.159551864013906,3.4581804133668146
AP,3,0,1,2.0,1510,17.972185430463576,3.766887417218543
AP,3,0,2,1.0,787,151.97839898348158,3.365946632782719
AP,3,0,2,2.0,95,152.74736842105264,3.610526315789474
AP,3,0,3,1.0,902,373.25055432372505,2.7305986696230597
AP,3,0,3,2.0,100,350.98,2.92
AP,3,0,4,1.0,975,993.3548717948718,1.231794871794872
AP,3,0,4,2.0,84,1005.1071428571429,1.4404761904761905
AP,3,1,1,1.0,9095,34.35821880153931,3.668389224848818
AP,3,1,1,2.0,2152,27.29368029739777,4.1119888475836435
AP,3,1,2,1.0,1150,151.85565217391306,3.3643478260869566
AP,3,1,2,2.0,135,149.26666666666668,3.9555555555555557
AP,3,1,3,1.0,965,377.4704663212435,2.961658031088083
AP,3,1,3,2.0,93,361.5268817204301,3.236559139784946
AP,3,1,4,1.0,450,1060.0511111111111,1.3777777777777778
AP,3,1,4,2.0,34,1055.3235294117646,1.6176470588235294
AP,4,0,1,1.0,13360,35.72118263473054,2.429491017964072
AP,4,0,1,2.0,2566,17.829696024941544,2.558846453624318
AP,4,0,2,1.0,3642,163.7723778143877,2.1814936847885775
AP,4,0,2,2.0,229,160.05240174672488,2.034934497816594
AP,4,0,3,1.0,6114,399.3361138370952,2.1480209355577364
AP,4,0,3,2.0,330,398.6030303030303,2.1636363636363636
AP,4,0,4,1.0,12296,1056.8991541964867,1.1896551724137931
AP,4,0,4,2.0,1058,1042.790170132325,1.2003780718336483
AP,4,1,1,1.0,16085,35.84923842088903,2.7814112527199253
AP,4,1,1,2.0,2617,26.446312571646924,3.0045854031333588
AP,4,1,2,1.0,2621,157.21175123998475,2.5020984357115603
AP,4,1,2,2.0,183,148.56830601092895,2.8961748633879782
AP,4,1,3,1.0,3155,414.1689381933439,2.536608557844691
AP,4,1,3,2.0,178,418.8820224719101,2.539325842696629
AP,4,1,4,1.0,3293,1104.8846037048284,1.2371697540236866
AP,4,1,4,2.0,268,1137.69776119403,1.2723880597014925
AP,5,0,1,1.0,878,43.363325740318906,2.1719817767653757
AP,5,0,1,2.0,100,15.28,2.29
AP,5,0,2,1.0,331,166.17220543806647,2.2749244712990935
AP,5,0,2,2.0,9,176.88888888888889,1.7777777777777777
AP,5,0,3,1.0,719,405.1223922114047,2.267037552155772
AP,5,0,3,2.0,29,404.7931034482759,2.0
AP,5,0,4,1.0,994,1101.513078470825,1.2766599597585513
AP,5,0,4,2.0,111,1083.2342342342342,1.0990990990990992
AP,5,1,1,1.0,17940,36.83004459308807,1.8380713489409142
AP,5,1,1,2.0,2662,30.768595041322314,1.9139744552967692
AP,5,1,2,1.0,4893,163.2630288166769,1.9478847332924587
AP,5,1,2,2.0,493,160.03853955375254,1.7464503042596349
AP,5,1,3,1.0,6320,396.43212025316456,2.019620253164557
AP,5,1,3,2.0,429,380.5874125874126,1.75990675990676
AP,5,1,4,1.0,4484,1168.3764495985727,1.3400981266726137
AP,5,1,4,2.0,392,1169.107142857143,1.25
BA,1,0,1,1.0,85468,39.573173585435484,2.837096925164974
BA,1,0,1,2.0,54764,32.584581111679206,3.0352238696954204
BA,1,0,2,1.0,10682,157.50645946451976,3.4711664482306683
BA,1,0,2,2.0,4489,162.49587881488083,4.1958119848518605
BA,1,0,3,1.0,30732,392.08896264480023,2.7959455941689444
BA,1,0,3,2.0,20054,399.51884910741,2.9127854792061436
BA,1,0,4,1.0,23040,957.6138454861111,1.5102864583333333
BA,1,0,4,2.0,17538,965.7914243357282,1.8041395826205953
BA,1,1,1,1.0,147074,34.730822579109834,2.776874226579817
BA,1,1,1,2.0,128054,28.856771362081624,3.1537944929482875
BA,1,1,2,1.0,12886,155.47726214496353,3.216126028247711
BA,1,1,2,2.0,6584,157.61452004860269,4.1366950182260025
BA,1,1,3,1.0,32449,415.2273721840427,2.9316157662793922
BA,1,1,3,2.0,23977,411.58564457605206,3.1664094757475914
BA,1,1,4,1.0,15511,1060.0106376120173,1.552704532267423
BA,1,1,4,2.0,12749,1060.9511334222293,1.9299552906110282
BA,2,0,1,1.0,107470,39.599516144040194,3.0642784032753325
BA,2,0,1,2.0,50882,30.937443496717897,3.257792539601431
BA,2,0,2,1.0,12780,153.9219874804382,3.454694835680751
BA,2,0,2,2.0,3419,158.60017548990933,3.9821585258847616
BA,2,0,3,1.0,24206,375.82033380153683,2.8799884326200114
BA,2,0,3,2.0,8702,375.05125258561253,2.967938404964376
BA,2,0,4,1.0,15797,975.6135975185161,1.4062796733557004
BA,2,0,4,2.0,6528,984.7363664215686,1.5816482843137254
BA,2,1,1,1.0,172712,33.588395710778634,3.0931377090184817
BA,2,1,1,2.0,124437,27.02788559672766,3.431559745091894
BA,2,1,2,1.0,13993,153.18080468805832,3.3862645608518545
BA,2,1,2,2.0,5373,154.98008561325145,4.103294249022892
BA,2,1,3,1.0,26597,392.07993382712334,3.078354701658082
BA,2,1,3,2.0,12455,375.11866720192694,3.3425933360096347
BA,2,1,4,1.0,9702,1071.633683776541,1.4490826633683775
BA,2,1,4,2.0,4088,1079.0489236790606,1.720156555772994
BA,3,0,1,1.0,106224,40.64182294020184,2.656781894863684
BA,3,0,1,2.0,52575,31.90826438421303,2.6095292439372324
BA,3,0,2,1.0,12146,154.27268236456447,2.812777869257369
BA,3,0,2,2.0,2707,156.54931658662727,2.864794975988179
BA,3,0,3,1.0,27560,393.6812046444122,2.583309143686502
BA,3,0,3,2.0,6854,392.6927341698278,2.6227020717829004
BA,3,0,4,1.0,34583,1010.5767573663361,1.3484370933695746
BA,3,0,4,2.0,14270,1040.8405045550105,1.4574632095304836
BA,3,1,1,1.0,147932,35.366573831219746,2.788957088391964
BA,3,1,1,2.0,106835,28.180465203350963,2.893143632704638
BA,3,1,2,1.0,12496,152.4864756722151,2.89508642765685
BA,3,1,2,2.0,3777,151.10616891713,3.1535610272703205
BA,3,1,3,1.0,24425,416.0894575230297,2.794431934493347
BA,3,1,3,2.0,8294,397.9453822040029,3.0172413793103448
BA,3,1,4,1.0,17145,1103.220880723243,1.3797608632254301
BA,3,1,4,2.0,6222,1124.4149791063967,1.5814850530376086
BA,4,0,1,1.0,187107,39.46323761270289,2.077821781119894
BA,4,0,1,2.0,73635,31.92303931554288,1.9661438174781014
BA,4,0,2,1.0,30114,161.68227402537025,2.1240618981204755
BA,4,0,2,2.0,6437,163.27714773963027,1.8343949044585988
BA,4,0,3,1.0,87107,409.6740445658788,2.3793954561631097
BA,4,0,3,2.0,19095,417.0328358208955,2.3404032469232785
BA,4,0,4,1.0,162329,1026.655779312384,1.306297704045488
BA,4,0,4,2.0,59883,1036.5093599185077,1.3899604228245077
BA,4,1,1,1.0,204203,35.943017487500185,2.234746796080371
BA,4,1,1,2.0,119937,29.494117745149538,2.26453888291353
BA,4,1,2,1.0,20876,157.23467139298717,2.2986683272657595
BA,4,1,2,2.0,5382,155.64641397250094,2.252136752136752
BA,4,1,3,1.0,52014,432.5241665705387,2.574306917368401
BA,4,1,3,2.0,14416,435.06804938956714,2.614317425083241
BA,4,1,4,1.0,57830,1106.351962649144,1.312657790074356
BA,4,1,4,2.0,21734,1126.6697340572375,1.4593724118892057
BA,5,0,1,1.0,12089,39.69790718835305,1.92621391347506
BA,5,0,1,2.0,4156,34.36333012512031,1.7860923965351299
BA,5,0,2,1.0,2781,164.60805465659834,2.241999280834232
BA,5,0,2,2.0,648,167.49537037037038,1.9953703703703705
BA,5,0,3,1.0,10415,425.35823331733076,2.5536245799327895
BA,5,0,3,2.0,2518,427.8399523431295,2.5011914217633042
BA,5,0,4,1.0,16358,1065.6752659249296,1.4415576476341851
BA,5,0,4,2.0,5495,1082.0811646951774,1.45368516833485
BA,5,1,1,1.0,275386,39.267007037394784,1.7279200830833812
BA,5,1,1,2.0,121661,34.19075135006288,1.6568086732806733
BA,5,1,2,1.0,56043,161.78646753385794,1.8485805542172975
BA,5,1,2,2.0,16415,162.36064575083765,1.6106000609198903
BA,5,1,3,1.0,97778,407.7036961279633,2.2312790198204095
BA,5,1,3,2.0,25783,410.1595625024241,2.1424194236512433
BA,5,1,4,1.0,65404,1124.8971010947344,1.4920494159378632
BA,5,1,4,2.0,25979,1144.7967589206667,1.4970938065360484
CE,1,0,1,1.0,47931,38.003400721871024,3.0126223112390726
CE,1,0,1,2.0,32739,33.52579492348575,3.1953633281407496
CE,1,0,2,1.0,8372,160.12087912087912,3.728499761108457
CE,1,0,2,2.0,3478,162.90770557791834,4.486774008050604
CE,1,0,3,1.0,26941,393.18570208975166,2.914665379904235
CE,1,0,3,2.0,15496,397.71502323180175,3.0222638100154877
CE,1,0,4,1.0,19736,955.5327320632347,1.6948723145520876
CE,1,0,4,2.0,13436,957.3470526942542,1.94254242334028
CE,1,1,1,1.0,110343,34.044062604786895,2.93756740346012
CE,1,1,1,2.0,81355,33.30055927724172,3.310810644705304
CE,1,1,2,1.0,10850,158.07658986175116,3.629400921658986
CE,1,1,2,2.0,5358,159.78424785367673,4.3839119074281445
CE,1,1,3,1.0,33672,411.03498455690186,3.0684545022570684
CE,1,1,3,2.0,19818,404.0077707134928,3.296094459582198
CE,1,1,4,1.0,13993,1042.2812120345886,1.7706710498106195
CE,1,1,4,2.0,9642,1039.0463596764157,2.0541381456129435
CE,2,0,1,1.0,45821,38.331529211496914,3.173872241985116
CE,2,0,1,2.0,23990,32.383701542309296,3.26548561900792
CE,2,0,2,1.0,7078,156.48643684656682,3.609918055948008
