UF,FX_ANO_CADASTRO_FAM,FX_RFPC,CO_PRINCIPAL_TRAB_MEMB,CO_SABE_LER_ESCREVER_MEMB,SIT_ATUALIZACAO,REG,IDADE
SE,2,3,7.0,1.0,0,59,43.466120835686056
SE,2,3,7.0,1.0,1,122,42.152931268888715
SE,2,3,7.0,2.0,0,25,50.30086580086581
SE,2,3,7.0,2.0,1,36,54.25
SE,2,3,8.0,1.0,0,254,42.50041602662571
SE,2,3,8.0,1.0,1,313,41.94554273615072
SE,2,3,8.0,2.0,0,8,52.375
SE,2,3,8.0,2.0,1,19,50.77272727272727
SE,2,3,9.0,1.0,0,2,40.0
SE,2,3,9.0,1.0,1,3,43.666666666666664
SE,2,3,9.0,2.0,1,1,48.0
SE,2,3,10.0,1.0,0,13,31.433333333333337
SE,2,3,10.0,1.0,1,7,27.866666666666664
SE,2,3,11.0,1.0,0,16,21.727272727272727
SE,2,3,11.0,1.0,1,30,20.00378787878788
SE,2,4,1.0,1.0,0,69,46.35039682539683
SE,2,4,1.0,1.0,1,57,45.65800865800866
SE,2,4,1.0,2.0,0,1,41.0
SE,2,4,1.0,2.0,1,4,53.0
SE,2,4,2.0,1.0,0,33,51.2172373081464
SE,2,4,2.0,1.0,1,49,50.12037037037037
SE,2,4,2.0,2.0,0,19,63.89285714285714
SE,2,4,2.0,2.0,1,15,53.080357142857146
SE,2,4,3.0,1.0,0,37,42.44666666666667
SE,2,4,3.0,1.0,1,35,38.81060606060606
SE,2,4,3.0,2.0,1,2,57.0
SE,2,4,4.0,1.0,0,206,40.05776740237691
SE,2,4,4.0,1.0,1,140,39.859552845528455
SE,2,4,4.0,2.0,0,12,47.0
SE,2,4,4.0,2.0,1,16,46.54545454545455
SE,2,4,5.0,1.0,0,2,39.5
SE,2,4,5.0,1.0,1,3,34.666666666666664
SE,2,4,6.0,1.0,0,20,42.29545454545455
SE,2,4,6.0,1.0,1,17,42.07857142857143
SE,2,4,7.0,1.0,0,11,57.0
SE,2,4,7.0,1.0,1,7,56.75
SE,2,4,7.0,2.0,0,11,58.625
SE,2,4,7.0,2.0,1,5,61.875
SE,2,4,8.0,1.0,0,64,47.14264705882353
SE,2,4,8.0,1.0,1,98,47.03683166248956
SE,2,4,8.0,2.0,0,3,49.333333333333336
SE,2,4,8.0,2.0,1,6,42.5
SE,2,4,9.0,1.0,0,3,44.333333333333336
SE,2,4,9.0,1.0,1,2,46.5
SE,2,4,10.0,1.0,0,3,37.0
SE,2,4,10.0,1.0,1,1,25.0
SE,2,4,11.0,1.0,0,3,23.0
SE,2,4,11.0,1.0,1,6,20.0
SE,3,1,1.0,1.0,0,9085,36.407264052374934
SE,3,1,1.0,1.0,1,13701,35.71590212251802
SE,3,1,1.0,2.0,0,763,42.6022274109802
SE,3,1,1.0,2.0,1,1227,42.973498865802306
SE,3,1,2.0,1.0,0,4306,37.31493552992815
SE,3,1,2.0,1.0,1,9236,36.83828225860649
SE,3,1,2.0,2.0,0,984,46.39405218951657
SE,3,1,2.0,2.0,1,1877,44.77533326906648
SE,3,1,3.0,1.0,0,134,33.0161938534279
SE,3,1,3.0,1.0,1,179,36.88553886589601
SE,3,1,3.0,2.0,0,9,42.9375
SE,3,1,3.0,2.0,1,14,41.666666666666664
SE,3,1,4.0,1.0,0,157,35.371971386101826
SE,3,1,4.0,1.0,1,194,34.81057676241887
SE,3,1,4.0,2.0,0,7,40.142857142857146
SE,3,1,4.0,2.0,1,10,32.833333333333336
SE,3,1,5.0,1.0,0,199,33.99697907806016
SE,3,1,5.0,1.0,1,302,35.94938594125296
SE,3,1,5.0,2.0,0,14,41.59090909090909
SE,3,1,5.0,2.0,1,18,37.87962962962963
SE,3,1,6.0,1.0,0,11,43.291666666666664
SE,3,1,6.0,1.0,1,13,39.7037037037037
SE,3,1,6.0,2.0,0,1,28.0
SE,3,1,6.0,2.0,1,1,37.0
SE,3,1,7.0,1.0,0,224,35.33344885583524
SE,3,1,7.0,1.0,1,523,32.78439666619743
SE,3,1,7.0,2.0,0,24,44.06277056277056
SE,3,1,7.0,2.0,1,60,46.17307692307692
SE,3,1,8.0,1.0,0,19,33.76470588235294
SE,3,1,8.0,1.0,1,49,34.25
SE,3,1,8.0,2.0,0,1,38.0
SE,3,1,8.0,2.0,1,7,44.666666666666664
SE,3,1,9.0,1.0,1,3,39.333333333333336
SE,3,1,10.0,1.0,0,3,38.333333333333336
SE,3,1,10.0,1.0,1,5,25.0
SE,3,1,10.0,2.0,0,1,41.0
SE,3,1,11.0,1.0,0,12,22.38095238095238
SE,3,1,11.0,1.0,1,12,19.785714285714285
SE,3,2,1.0,1.0,0,1306,39.01987246155967
SE,3,2,1.0,1.0,1,1492,38.04084465372528
SE,3,2,1.0,2.0,0,67,46.381211180124225
SE,3,2,1.0,2.0,1,86,40.48969474969475
SE,3,2,2.0,1.0,0,181,39.543584060418425
SE,3,2,2.0,1.0,1,460,38.83507433162301
SE,3,2,2.0,2.0,0,33,45.166666666666664
SE,3,2,2.0,2.0,1,72,43.07905982905983
SE,3,2,3.0,1.0,0,62,35.54901960784314
SE,3,2,3.0,1.0,1,47,34.07424242424242
SE,3,2,3.0,2.0,0,2,39.5
SE,3,2,3.0,2.0,1,2,41.0
SE,3,2,4.0,1.0,0,194,35.37987616448094
SE,3,2,4.0,1.0,1,193,35.752142477405634
SE,3,2,4.0,2.0,0,15,37.81818181818182
SE,3,2,4.0,2.0,1,8,34.5
SE,3,2,5.0,1.0,0,33,43.68333333333333
SE,3,2,5.0,1.0,1,64,38.595726495726495
SE,3,2,5.0,2.0,0,1,49.0
SE,3,2,5.0,2.0,1,2,28.0
SE,3,2,6.0,1.0,0,16,36.765625
SE,3,2,6.0,1.0,1,14,36.833333333333336
SE,3,2,6.0,2.0,1,1,46.0
SE,3,2,7.0,1.0,0,8,31.73333333333333
SE,3,2,7.0,1.0,1,10,35.375
SE,3,2,7.0,2.0,0,2,44.5
SE,3,2,7.0,2.0,1,1,41.0
SE,3,2,8.0,1.0,0,22,38.333333333333336
SE,3,2,8.0,1.0,1,45,35.65700483091787
SE,3,2,8.0,2.0,0,1,36.0
SE,3,2,8.0,2.0,1,2,45.0
SE,3,2,9.0,1.0,0,1,38.0
SE,3,2,10.0,1.0,0,8,32.77777777777778
SE,3,2,10.0,1.0,1,3,29.333333333333332
SE,3,2,11.0,1.0,0,9,21.2
SE,3,2,11.0,1.0,1,9,19.75
SE,3,3,1.0,1.0,0,928,40.714295560334726
SE,3,3,1.0,1.0,1,862,40.43307138497333
SE,3,3,1.0,2.0,0,65,47.31478174603175
SE,3,3,1.0,2.0,1,72,45.65398918187965
SE,3,3,2.0,1.0,0,253,42.68727432698021
SE,3,3,2.0,1.0,1,383,43.42623272805847
SE,3,3,2.0,2.0,0,58,50.69247311827957
SE,3,3,2.0,2.0,1,68,46.000151515151515
SE,3,3,3.0,1.0,0,137,37.12567918192918
SE,3,3,3.0,1.0,1,130,36.760927960927965
SE,3,3,3.0,2.0,0,4,49.333333333333336
SE,3,3,3.0,2.0,1,5,36.25
SE,3,3,4.0,1.0,0,1195,36.20565335847709
SE,3,3,4.0,1.0,1,998,37.332910300281206
SE,3,3,4.0,2.0,0,36,40.36842105263158
SE,3,3,4.0,2.0,1,40,37.11746031746032
SE,3,3,5.0,1.0,0,31,42.3974358974359
SE,3,3,5.0,1.0,1,30,43.21730769230769
SE,3,3,5.0,2.0,0,1,35.0
SE,3,3,5.0,2.0,1,1,51.0
SE,3,3,6.0,1.0,0,75,37.0734000345006
SE,3,3,6.0,1.0,1,48,39.78086419753086
SE,3,3,6.0,2.0,0,4,45.75
SE,3,3,6.0,2.0,1,2,45.5
SE,3,3,7.0,1.0,0,33,44.66111111111112
SE,3,3,7.0,1.0,1,48,35.782954545454544
SE,3,3,7.0,2.0,0,7,49.8125
SE,3,3,7.0,2.0,1,11,49.708333333333336
SE,3,3,8.0,1.0,0,294,41.20842524509804
SE,3,3,8.0,1.0,1,323,40.36340150661284
SE,3,3,8.0,2.0,0,10,51.1
SE,3,3,8.0,2.0,1,15,39.625
SE,3,3,9.0,1.0,0,8,40.857142857142854
SE,3,3,9.0,1.0,1,3,32.75
SE,3,3,10.0,1.0,0,10,28.6
SE,3,3,10.0,1.0,1,10,31.714285714285715
SE,3,3,11.0,1.0,0,11,22.944444444444443
SE,3,3,11.0,1.0,1,6,20.277777777777775
SE,3,4,1.0,1.0,0,192,43.89507936507937
SE,3,4,1.0,1.0,1,96,41.63581349206349
SE,3,4,1.0,2.0,0,9,51.5
SE,3,4,1.0,2.0,1,3,45.333333333333336
SE,3,4,2.0,1.0,0,71,50.468450980392156
SE,3,4,2.0,1.0,1,47,53.71986607142857
SE,3,4,2.0,2.0,0,34,64.08992673992674
SE,3,4,2.0,2.0,1,15,54.416666666666664
SE,3,4,3.0,1.0,0,80,40.941726762820515
SE,3,4,3.0,1.0,1,47,38.9384236453202
SE,3,4,3.0,2.0,0,3,43.0
SE,3,4,3.0,2.0,1,1,59.0
SE,3,4,4.0,1.0,0,525,38.15518014754262
SE,3,4,4.0,1.0,1,265,37.98536106680844
SE,3,4,4.0,2.0,0,31,42.35964912280702
SE,3,4,4.0,2.0,1,12,41.2
SE,3,4,5.0,1.0,0,5,41.5
SE,3,4,5.0,1.0,1,3,53.666666666666664
SE,3,4,5.0,2.0,0,1,42.0
SE,3,4,6.0,1.0,0,35,37.970238095238095
SE,3,4,6.0,1.0,1,16,39.86507936507937
SE,3,4,7.0,1.0,0,5,48.75
SE,3,4,7.0,1.0,1,5,56.888888888888886
SE,3,4,7.0,2.0,0,6,64.6
SE,3,4,7.0,2.0,1,7,55.166666666666664
SE,3,4,8.0,1.0,0,257,45.23132580393902
SE,3,4,8.0,1.0,1,189,43.071899205963376
SE,3,4,8.0,2.0,0,19,51.088235294117645
SE,3,4,8.0,2.0,1,7,50.857142857142854
SE,3,4,9.0,1.0,0,7,30.791666666666668
SE,3,4,10.0,1.0,0,6,33.5
SE,3,4,10.0,1.0,1,5,32.375
SE,3,4,11.0,1.0,0,2,23.5
SE,3,4,11.0,1.0,1,2,21.0
SE,4,1,1.0,1.0,0,15777,32.522577915271086
SE,4,1,1.0,1.0,1,20987,32.55829988136864
SE,4,1,1.0,2.0,0,1366,42.53979437227559
SE,4,1,1.0,2.0,1,1706,41.145288312413264
SE,4,1,2.0,1.0,0,5110,34.83170493967866
SE,4,1,2.0,1.0,1,8985,33.61085608637336
SE,4,1,2.0,2.0,0,1155,45.84272874090129
SE,4,1,2.0,2.0,1,1731,44.616511872409255
SE,4,1,3.0,1.0,0,167,34.515024573535214
SE,4,1,3.0,1.0,1,194,32.94936288240787
SE,4,1,3.0,2.0,0,14,35.63636363636363
SE,4,1,3.0,2.0,1,18,36.37692307692308
SE,4,1,4.0,1.0,0,249,32.52020370598551
SE,4,1,4.0,1.0,1,247,31.465020396270397
SE,4,1,4.0,2.0,0,11,41.05555555555556
SE,4,1,4.0,2.0,1,15,36.53846153846154
SE,4,1,5.0,1.0,0,148,33.060777310924365
SE,4,1,5.0,1.0,1,230,29.50862495542074
SE,4,1,5.0,2.0,0,10,39.92857142857143
SE,4,1,5.0,2.0,1,14,35.90625
SE,4,1,6.0,1.0,0,11,31.619047619047617
SE,4,1,6.0,1.0,1,15,36.53333333333333
SE,4,1,6.0,2.0,0,1,48.0
SE,4,1,7.0,1.0,0,146,32.99112400215341
SE,4,1,7.0,1.0,1,394,36.21001589943238
SE,4,1,7.0,2.0,0,20,42.8125
SE,4,1,7.0,2.0,1,31,39.14102564102564
SE,4,1,8.0,1.0,0,37,42.525925925925925
SE,4,1,8.0,1.0,1,56,32.07419354838709
SE,4,1,8.0,2.0,0,2,38.0
SE,4,1,8.0,2.0,1,1,47.0
SE,4,1,9.0,1.0,0,1,25.0
SE,4,1,9.0,1.0,1,1,33.0
SE,4,1,10.0,1.0,0,17,29.775
SE,4,1,10.0,1.0,1,17,30.35
SE,4,1,10.0,2.0,0,1,30.0
SE,4,1,11.0,1.0,0,21,23.046130952380953
SE,4,1,11.0,1.0,1,21,19.70138888888889
SE,4,2,1.0,1.0,0,3269,37.000115106346975
SE,4,2,1.0,1.0,1,2766,36.22526208952982
SE,4,2,1.0,2.0,0,222,44.51004320754085
SE,4,2,1.0,2.0,1,170,45.20739811239811
SE,4,2,2.0,1.0,0,818,38.18524695727984
SE,4,2,2.0,1.0,1,663,36.22250522897476
SE,4,2,2.0,2.0,0,155,47.960188760188764
SE,4,2,2.0,2.0,1,128,47.49982220160791
SE,4,2,3.0,1.0,0,70,36.9689010989011
SE,4,2,3.0,1.0,1,59,34.97464726631393
SE,4,2,3.0,2.0,0,5,34.8
SE,4,2,3.0,2.0,1,1,62.0
SE,4,2,4.0,1.0,0,310,35.65664981636895
SE,4,2,4.0,1.0,1,199,33.383308351929045
SE,4,2,4.0,2.0,0,15,41.85
SE,4,2,4.0,2.0,1,9,43.857142857142854
SE,4,2,5.0,1.0,0,47,38.261715296198055
SE,4,2,5.0,1.0,1,77,34.57275132275132
SE,4,2,5.0,2.0,0,3,40.333333333333336
SE,4,2,5.0,2.0,1,6,41.72222222222222
SE,4,2,6.0,1.0,0,18,37.695238095238096
SE,4,2,6.0,1.0,1,13,36.416666666666664
SE,4,2,7.0,1.0,0,5,46.125
SE,4,2,7.0,1.0,1,12,38.5
SE,4,2,7.0,2.0,0,1,56.0
SE,4,2,7.0,2.0,1,1,51.0
SE,4,2,8.0,1.0,0,36,41.515
SE,4,2,8.0,1.0,1,57,36.636111111111106
SE,4,2,8.0,2.0,0,1,43.0
SE,4,2,8.0,2.0,1,2,41.0
SE,4,2,9.0,1.0,0,1,33.0
SE,4,2,9.0,2.0,0,1,34.0
SE,4,2,10.0,1.0,0,19,26.73611111111111
SE,4,2,10.0,1.0,1,14,25.6875
SE,4,2,10.0,2.0,0,1,26.0
SE,4,2,11.0,1.0,0,12,23.46428571428571
SE,4,2,11.0,1.0,1,13,20.97222222222222
SE,4,2,11.0,2.0,0,1,22.0
SE,4,3,1.0,1.0,0,4110,39.75412116425037
SE,4,3,1.0,1.0,1,2006,40.47396651141053
SE,4,3,1.0,2.0,0,251,46.97536896256408
SE,4,3,1.0,2.0,1,160,46.09472292413469
SE,4,3,2.0,1.0,0,931,42.64825542566288
SE,4,3,2.0,1.0,1,582,42.46300887865253
SE,4,3,2.0,2.0,0,214,52.291137566137564
SE,4,3,2.0,2.0,1,143,49.804566789781475
SE,4,3,3.0,1.0,0,351,36.61238230547699
SE,4,3,3.0,1.0,1,208,36.859542474209654
SE,4,3,3.0,2.0,0,14,42.57575757575757
SE,4,3,3.0,2.0,1,6,49.3
SE,4,3,4.0,1.0,0,2932,38.128074446901785
SE,4,3,4.0,1.0,1,1762,37.72676613167799
SE,4,3,4.0,2.0,0,105,43.7892866237404
SE,4,3,4.0,2.0,1,88,43.90302513578376
SE,4,3,5.0,1.0,0,67,37.89732142857143
SE,4,3,5.0,1.0,1,39,37.971111111111114
SE,4,3,5.0,2.0,0,1,53.0
SE,4,3,5.0,2.0,1,1,42.0
SE,4,3,6.0,1.0,0,148,37.0909213362069
SE,4,3,6.0,1.0,1,73,39.84384057971015
SE,4,3,6.0,2.0,0,11,45.3125
SE,4,3,6.0,2.0,1,5,47.0
SE,4,3,7.0,1.0,0,70,46.1793771043771
SE,4,3,7.0,1.0,1,83,45.514828738512946
SE,4,3,7.0,2.0,0,14,56.5
SE,4,3,7.0,2.0,1,18,52.23809523809524
SE,4,3,8.0,1.0,0,643,42.80812265022286
SE,4,3,8.0,1.0,1,546,41.92376842041164
SE,4,3,8.0,2.0,0,32,53.70454545454545
SE,4,3,8.0,2.0,1,21,44.464285714285715
SE,4,3,9.0,1.0,0,20,43.68055555555555
SE,4,3,9.0,1.0,1,7,39.125
SE,4,3,10.0,1.0,0,132,26.042452422923336
SE,4,3,10.0,1.0,1,34,25.481862745098038
SE,4,3,10.0,2.0,0,2,34.5
SE,4,3,11.0,1.0,0,57,22.726495726495727
SE,4,3,11.0,1.0,1,28,20.09163059163059
SE,4,4,1.0,1.0,0,1234,46.58846470440773
SE,4,4,1.0,1.0,1,334,45.1287344980634
SE,4,4,1.0,2.0,0,70,50.643122823678375
SE,4,4,1.0,2.0,1,27,47.2930402930403
SE,4,4,2.0,1.0,0,241,49.32054054984325
SE,4,4,2.0,1.0,1,119,43.45374293012224
SE,4,4,2.0,2.0,0,90,59.57846656611363
SE,4,4,2.0,2.0,1,35,53.68333333333334
SE,4,4,3.0,1.0,0,358,38.315739632395264
SE,4,4,3.0,1.0,1,118,36.82205357142857
SE,4,4,3.0,2.0,0,13,39.4
SE,4,4,3.0,2.0,1,7,47.25
SE,4,4,4.0,1.0,0,2787,38.31126373580529
SE,4,4,4.0,1.0,1,825,36.64544972847852
SE,4,4,4.0,2.0,0,120,46.65603888614269
SE,4,4,4.0,2.0,1,37,43.580882352941174
SE,4,4,5.0,1.0,0,29,40.517361111111114
SE,4,4,5.0,1.0,1,10,38.16666666666667
SE,4,4,5.0,2.0,0,3,68.0
SE,4,4,5.0,2.0,1,1,54.0
SE,4,4,6.0,1.0,0,120,36.37779471544716
SE,4,4,6.0,1.0,1,29,41.53076923076923
SE,4,4,6.0,2.0,0,7,42.8
SE,4,4,6.0,2.0,1,2,57.0
SE,4,4,7.0,1.0,0,38,57.05238095238095
SE,4,4,7.0,1.0,1,13,54.225
SE,4,4,7.0,2.0,0,28,68.42708333333333
SE,4,4,7.0,2.0,1,4,69.0
SE,4,4,8.0,1.0,0,1094,47.143025240494715
SE,4,4,8.0,1.0,1,472,44.60220926577878
SE,4,4,8.0,2.0,0,61,53.454506802721085
SE,4,4,8.0,2.0,1,27,48.58771929824561
SE,4,4,9.0,1.0,0,17,49.72222222222222
SE,4,4,9.0,1.0,1,3,50.0
SE,4,4,9.0,2.0,0,1,51.0
SE,4,4,10.0,1.0,0,75,25.931538461538462
SE,4,4,10.0,1.0,1,9,25.880000000000003
SE,4,4,11.0,1.0,0,12,21.833333333333332
SE,4,4,11.0,1.0,1,9,21.666666666666668
SE,5,1,1.0,1.0,0,950,33.28227330492504
SE,5,1,1.0,1.0,1,24652,32.00594374917301
SE,5,1,1.0,2.0,0,82,45.57185828877005
SE,5,1,1.0,2.0,1,1800,43.10346504574316
SE,5,1,2.0,1.0,0,257,34.45227486977394
SE,5,1,2.0,1.0,1,8052,34.56676554849272
SE,5,1,2.0,2.0,0,61,47.974603174603175
SE,5,1,2.0,2.0,1,1689,46.34277138999919
SE,5,1,3.0,1.0,0,12,29.85
SE,5,1,3.0,1.0,1,226,31.673021504241014
SE,5,1,3.0,2.0,1,13,45.52777777777778
SE,5,1,4.0,1.0,0,22,35.24166666666667
SE,5,1,4.0,1.0,1,335,34.98644099727433
SE,5,1,4.0,2.0,1,11,37.0
SE,5,1,5.0,1.0,0,6,40.7
SE,5,1,5.0,1.0,1,195,29.1067585080009
SE,5,1,5.0,2.0,0,1,57.0
SE,5,1,5.0,2.0,1,16,47.0
SE,5,1,6.0,1.0,0,2,55.5
SE,5,1,6.0,1.0,1,5,25.6
SE,5,1,6.0,2.0,1,1,61.0
SE,5,1,7.0,1.0,0,2,28.0
SE,5,1,7.0,1.0,1,238,35.52696724457808
SE,5,1,7.0,2.0,1,32,45.64621212121212
SE,5,1,8.0,1.0,0,1,55.0
SE,5,1,8.0,1.0,1,56,35.67051820728291
SE,5,1,8.0,2.0,1,2,50.5
SE,5,1,9.0,1.0,0,1,52.0
SE,5,1,9.0,1.0,1,2,24.5
SE,5,1,10.0,1.0,0,3,27.25
SE,5,1,10.0,1.0,1,26,22.847222222222225
SE,5,1,10.0,2.0,1,1,60.0
SE,5,1,11.0,1.0,0,1,20.0
SE,5,1,11.0,1.0,1,21,21.455000000000002
SE,5,2,1.0,1.0,0,281,38.70373280590672
SE,5,2,1.0,1.0,1,7857,36.138884329717975
SE,5,2,1.0,2.0,0,28,49.01190476190476
SE,5,2,1.0,2.0,1,465,44.98330092070809
SE,5,2,2.0,1.0,0,71,41.408
SE,5,2,2.0,1.0,1,1369,36.3057650982559
SE,5,2,2.0,2.0,0,12,50.72222222222222
SE,5,2,2.0,2.0,1,272,47.22472399688125
SE,5,2,3.0,1.0,0,9,34.785714285714285
SE,5,2,3.0,1.0,1,106,31.02840909090909
SE,5,2,3.0,2.0,1,3,35.666666666666664
SE,5,2,4.0,1.0,0,33,32.90277777777778
SE,5,2,4.0,1.0,1,347,35.072306960978835
SE,5,2,4.0,2.0,0,2,36.5
SE,5,2,4.0,2.0,1,11,33.3125
SE,5,2,5.0,1.0,0,4,27.833333333333332
SE,5,2,5.0,1.0,1,99,35.520271067045265
SE,5,2,5.0,2.0,1,5,38.333333333333336
SE,5,2,6.0,1.0,0,1,35.0
SE,5,2,6.0,1.0,1,15,38.03030303030303
SE,5,2,7.0,1.0,0,2,45.0
SE,5,2,7.0,1.0,1,15,39.57142857142857
SE,5,2,7.0,2.0,1,1,56.0
SE,5,2,8.0,1.0,0,4,38.0
SE,5,2,8.0,1.0,1,56,38.062745098039215
SE,5,2,8.0,2.0,1,3,39.666666666666664
SE,5,2,9.0,1.0,1,2,37.0
SE,5,2,10.0,1.0,0,2,22.5
SE,5,2,10.0,1.0,1,21,25.663333333333334
SE,5,2,10.0,2.0,1,1,24.0
SE,5,2,11.0,1.0,1,28,20.55952380952381
SE,5,2,11.0,2.0,1,1,20.0
SE,5,3,1.0,1.0,0,436,40.5385460383318
SE,5,3,1.0,1.0,1,7815,37.45601460258303
SE,5,3,1.0,2.0,0,25,43.83333333333333
SE,5,3,1.0,2.0,1,455,47.6212515171262
SE,5,3,2.0,1.0,0,85,43.269269776876264
SE,5,3,2.0,1.0,1,1293,41.55410194627573
SE,5,3,2.0,2.0,0,18,56.875
SE,5,3,2.0,2.0,1,243,51.60263748597082
SE,5,3,3.0,1.0,0,49,38.51496598639456
SE,5,3,3.0,1.0,1,483,35.3208846415983
SE,5,3,3.0,2.0,0,1,32.0
SE,5,3,3.0,2.0,1,24,40.23148148148148
SE,5,3,4.0,1.0,0,589,38.56778641504998
SE,5,3,4.0,1.0,1,4284,37.20914218410063
SE,5,3,4.0,2.0,0,13,49.425
SE,5,3,4.0,2.0,1,149,44.570191948910484
SE,5,3,5.0,1.0,0,10,42.785714285714285
SE,5,3,5.0,1.0,1,106,36.73811612364244
SE,5,3,5.0,2.0,1,6,37.166666666666664
SE,5,3,6.0,1.0,0,31,40.404444444444444
SE,5,3,6.0,1.0,1,166,40.52647205709407
SE,5,3,6.0,2.0,1,4,45.5
SE,5,3,7.0,1.0,0,9,54.638888888888886
SE,5,3,7.0,1.0,1,110,44.15116421568627
SE,5,3,7.0,2.0,1,26,53.38455988455988
SE,5,3,8.0,1.0,0,136,43.91903066333911
SE,5,3,8.0,1.0,1,1046,42.6022406412033
SE,5,3,8.0,2.0,0,7,43.25
SE,5,3,8.0,2.0,1,25,53.71052631578947
SE,5,3,9.0,1.0,0,4,37.5
SE,5,3,9.0,1.0,1,15,36.91666666666667
SE,5,3,10.0,1.0,0,15,24.571428571428573
SE,5,3,10.0,1.0,1,86,23.378174603174603
SE,5,3,10.0,2.0,1,1,22.0
SE,5,3,11.0,1.0,0,2,23.0
SE,5,3,11.0,1.0,1,63,20.93175287356322
SE,5,4,1.0,1.0,0,152,42.12093228200371
SE,5,4,1.0,1.0,1,1498,41.40171888759287
SE,5,4,1.0,2.0,0,4,63.75
SE,5,4,1.0,2.0,1,76,45.347159090909095
SE,5,4,2.0,1.0,0,29,48.48235294117647
SE,5,4,2.0,1.0,1,283,43.483754619101184
SE,5,4,2.0,2.0,0,4,50.5
SE,5,4,2.0,2.0,1,74,54.763714285714286
SE,5,4,3.0,1.0,0,50,38.065709728867624
SE,5,4,3.0,1.0,1,362,36.24074947365931
SE,5,4,3.0,2.0,0,1,64.0
SE,5,4,3.0,2.0,1,18,42.833333333333336
SE,5,4,4.0,1.0,0,404,39.40155166478315
SE,5,4,4.0,1.0,1,2683,35.30739476234814
SE,5,4,4.0,2.0,0,4,39.333333333333336
SE,5,4,4.0,2.0,1,91,40.983862433862434
SE,5,4,5.0,1.0,0,1,31.0
SE,5,4,5.0,1.0,1,25,32.5
SE,5,4,5.0,2.0,1,1,20.0
SE,5,4,6.0,1.0,0,10,43.875
SE,5,4,6.0,1.0,1,122,37.93357614607615
SE,5,4,6.0,2.0,0,2,65.5
SE,5,4,6.0,2.0,1,5,48.625
SE,5,4,7.0,1.0,0,2,57.5
SE,5,4,7.0,1.0,1,38,52.02272727272727
SE,5,4,7.0,2.0,0,1,83.0
SE,5,4,7.0,2.0,1,21,67.27631578947368
SE,5,4,8.0,1.0,0,186,45.49405561776782
SE,5,4,8.0,1.0,1,1374,43.56270656107211
SE,5,4,8.0,2.0,0,11,52.9
SE,5,4,8.0,2.0,1,57,48.05959595959596
SE,5,4,9.0,1.0,0,3,36.25
SE,5,4,9.0,1.0,1,14,37.57575757575757
SE,5,4,9.0,2.0,1,1,36.0
SE,5,4,10.0,1.0,0,7,27.833333333333332
SE,5,4,10.0,1.0,1,36,24.13015873015873
SE,5,4,10.0,2.0,1,1,31.0
SE,5,4,11.0,1.0,0,1,30.0
SE,5,4,11.0,1.0,1,21,19.995238095238097
SP,1,1,1.0,1.0,0,18283,45.422895187873976
SP,1,1,1.0,1.0,1,18262,45.517606228854696
SP,1,1,1.0,2.0,0,1201,50.727869097255514
SP,1,1,1.0,2.0,1,1436,51.232325187532766
SP,1,1,2.0,1.0,0,489,46.840940106543826
SP,1,1,2.0,1.0,1,840,46.07814428458446
SP,1,1,2.0,2.0,0,52,53.290079365079364
SP,1,1,2.0,2.0,1,91,51.90898692810457
SP,1,1,3.0,1.0,0,348,43.9449355971897
SP,1,1,3.0,1.0,1,398,40.81815401723659
SP,1,1,3.0,2.0,0,30,49.88461538461539
SP,1,1,3.0,2.0,1,11,55.63636363636363
SP,1,1,4.0,1.0,0,1140,39.697108801582694
SP,1,1,4.0,1.0,1,1142,37.51943510484615
SP,1,1,4.0,2.0,0,47,46.68421052631579
SP,1,1,4.0,2.0,1,40,43.18125
SP,1,1,5.0,1.0,0,467,45.95112957140265
SP,1,1,5.0,1.0,1,417,46.002920535215395
SP,1,1,5.0,2.0,0,19,48.80555555555556
SP,1,1,5.0,2.0,1,27,54.61904761904762
SP,1,1,6.0,1.0,0,53,42.69590643274854
SP,1,1,6.0,1.0,1,65,41.46169772256729
SP,1,1,6.0,2.0,0,4,46.75
SP,1,1,6.0,2.0,1,3,54.0
SP,1,1,7.0,1.0,0,23,42.75925925925926
SP,1,1,7.0,1.0,1,71,46.46047619047619
SP,1,1,7.0,2.0,0,3,47.333333333333336
SP,1,1,7.0,2.0,1,8,55.75
SP,1,1,8.0,1.0,0,11,41.2
SP,1,1,8.0,1.0,1,20,37.53333333333333
SP,1,1,8.0,2.0,0,1,28.0
SP,1,1,8.0,2.0,1,2,37.5
SP,1,1,9.0,1.0,0,5,41.625
SP,1,1,9.0,1.0,1,8,46.33333333333333
SP,1,1,9.0,2.0,1,1,53.0
SP,1,1,10.0,1.0,0,82,22.918445322793147
SP,1,1,10.0,1.0,1,61,21.78219696969697
SP,1,1,10.0,2.0,0,1,23.0
SP,1,1,10.0,2.0,1,2,17.5
SP,1,1,11.0,1.0,0,199,20.458409548198283
SP,1,1,11.0,1.0,1,170,19.12506936187079
SP,1,1,11.0,2.0,0,6,20.25
SP,1,1,11.0,2.0,1,7,17.166666666666668
SP,1,2,1.0,1.0,0,8827,45.71691989707476
SP,1,2,1.0,1.0,1,7663,45.674011978955264
SP,1,2,1.0,2.0,0,397,50.42572875104548
SP,1,2,1.0,2.0,1,474,49.98603562413064
SP,1,2,2.0,1.0,0,249,47.132506393861895
