UF,FX_ANO_CADASTRO_FAM,FX_RFPC,CO_PRINCIPAL_TRAB_MEMB,CO_SABE_LER_ESCREVER_MEMB,SIT_ATUALIZACAO,REG,IDADE
AC,1,1,1.0,1.0,0,1453,45.06669381247018
AC,1,1,1.0,1.0,1,2940,45.27792250300361
AC,1,1,1.0,2.0,0,408,51.685434594866415
AC,1,1,1.0,2.0,1,1018,50.5136596190811
AC,1,1,2.0,1.0,0,120,48.906292517006804
AC,1,1,2.0,1.0,1,309,45.60691828264316
AC,1,1,2.0,2.0,0,72,49.70559056956115
AC,1,1,2.0,2.0,1,182,49.53200359264432
AC,1,1,3.0,1.0,0,46,38.95166666666667
AC,1,1,3.0,1.0,1,75,39.906701940035276
AC,1,1,3.0,2.0,0,5,51.125
AC,1,1,3.0,2.0,1,13,53.611111111111114
AC,1,1,4.0,1.0,0,59,40.303333333333335
AC,1,1,4.0,1.0,1,92,38.434316730523626
AC,1,1,4.0,2.0,0,1,60.0
AC,1,1,4.0,2.0,1,7,41.9
AC,1,1,5.0,1.0,0,48,42.58680555555556
AC,1,1,5.0,1.0,1,64,42.810755211175376
AC,1,1,5.0,2.0,0,6,53.833333333333336
AC,1,1,5.0,2.0,1,17,50.196969696969695
AC,1,1,6.0,1.0,0,3,44.0
AC,1,1,6.0,1.0,1,10,44.75
AC,1,1,6.0,2.0,0,2,44.5
AC,1,1,6.0,2.0,1,2,48.5
AC,1,1,7.0,1.0,0,110,45.951465201465204
AC,1,1,7.0,1.0,1,474,43.452733417351666
AC,1,1,7.0,2.0,0,51,54.38095238095238
AC,1,1,7.0,2.0,1,321,50.41799089303968
AC,1,1,8.0,1.0,0,3,36.0
AC,1,1,8.0,1.0,1,8,43.166666666666664
AC,1,1,8.0,2.0,1,1,42.0
AC,1,1,10.0,1.0,0,9,37.19047619047619
AC,1,1,10.0,1.0,1,4,23.0
AC,1,1,11.0,1.0,0,3,22.666666666666668
AC,1,1,11.0,1.0,1,2,21.0
AC,1,2,1.0,1.0,0,296,46.62706712349306
AC,1,2,1.0,1.0,1,411,44.85063097974997
AC,1,2,1.0,2.0,0,50,51.20333333333333
AC,1,2,1.0,2.0,1,72,52.43028322440087
AC,1,2,2.0,1.0,0,20,52.724489795918366
AC,1,2,2.0,1.0,1,36,47.235317460317454
AC,1,2,2.0,2.0,0,6,56.875
AC,1,2,2.0,2.0,1,7,49.57142857142857
AC,1,2,3.0,1.0,0,38,41.739669421487605
AC,1,2,3.0,1.0,1,32,40.180952380952384
AC,1,2,3.0,2.0,0,5,51.25
AC,1,2,3.0,2.0,1,4,50.25
AC,1,2,4.0,1.0,0,107,44.75365978626848
AC,1,2,4.0,1.0,1,128,41.204461422373136
AC,1,2,4.0,2.0,0,13,49.44444444444444
AC,1,2,4.0,2.0,1,10,51.55555555555555
AC,1,2,5.0,1.0,0,13,45.46666666666667
AC,1,2,5.0,1.0,1,10,36.85
AC,1,2,5.0,2.0,0,1,34.0
AC,1,2,5.0,2.0,1,2,40.5
AC,1,2,6.0,1.0,0,3,44.0
AC,1,2,6.0,1.0,1,3,39.75
AC,1,2,6.0,2.0,1,1,45.0
AC,1,2,7.0,1.0,0,9,42.07142857142857
AC,1,2,7.0,1.0,1,65,37.11487414187643
AC,1,2,7.0,2.0,0,8,54.0
AC,1,2,7.0,2.0,1,42,56.50333333333333
AC,1,2,8.0,1.0,0,18,48.59027777777778
AC,1,2,8.0,1.0,1,14,40.53703703703704
AC,1,2,8.0,2.0,0,1,49.0
AC,1,2,8.0,2.0,1,2,46.5
AC,1,2,10.0,1.0,0,1,45.0
AC,1,2,10.0,1.0,1,1,22.0
AC,1,2,11.0,1.0,0,5,19.375
AC,1,2,11.0,1.0,1,2,17.5
AC,1,3,1.0,1.0,0,263,47.02087230107354
AC,1,3,1.0,1.0,1,266,47.17132082561342
AC,1,3,1.0,2.0,0,62,54.9503663003663
AC,1,3,1.0,2.0,1,60,53.10735544217687
AC,1,3,2.0,1.0,0,24,47.13194444444445
AC,1,3,2.0,1.0,1,19,43.5
AC,1,3,2.0,2.0,0,7,58.833333333333336
AC,1,3,2.0,2.0,1,4,52.75
AC,1,3,3.0,1.0,0,48,44.89778911564626
AC,1,3,3.0,1.0,1,46,41.4325925925926
AC,1,3,3.0,2.0,0,8,53.833333333333336
AC,1,3,3.0,2.0,1,4,45.5
AC,1,3,4.0,1.0,0,185,43.30568870283156
AC,1,3,4.0,1.0,1,156,41.01471881962848
AC,1,3,4.0,2.0,0,25,53.4375
AC,1,3,4.0,2.0,1,16,53.560606060606055
AC,1,3,5.0,1.0,0,12,46.416666666666664
AC,1,3,5.0,1.0,1,7,39.25
AC,1,3,5.0,2.0,0,2,60.0
AC,1,3,5.0,2.0,1,1,53.0
AC,1,3,6.0,1.0,0,16,48.82727272727273
AC,1,3,6.0,1.0,1,4,43.33333333333333
AC,1,3,6.0,2.0,0,2,48.0
AC,1,3,7.0,1.0,0,34,50.307792207792204
AC,1,3,7.0,1.0,1,46,44.35454545454545
AC,1,3,7.0,2.0,0,25,58.8640350877193
AC,1,3,7.0,2.0,1,45,49.4
AC,1,3,8.0,1.0,0,29,44.084848484848486
AC,1,3,8.0,1.0,1,26,42.510416666666664
AC,1,3,8.0,2.0,0,4,56.166666666666664
AC,1,3,8.0,2.0,1,2,50.0
AC,1,3,9.0,2.0,1,1,78.0
AC,1,3,10.0,1.0,0,5,25.833333333333336
AC,1,3,10.0,1.0,1,6,22.75
AC,1,3,11.0,1.0,0,2,20.5
AC,1,3,11.0,1.0,1,4,19.5
AC,1,4,1.0,1.0,0,36,46.675925925925924
AC,1,4,1.0,1.0,1,16,48.93055555555555
AC,1,4,1.0,2.0,0,7,55.5
AC,1,4,1.0,2.0,1,6,53.125
AC,1,4,2.0,1.0,0,1,64.0
AC,1,4,2.0,1.0,1,3,50.75
AC,1,4,2.0,2.0,0,2,60.5
AC,1,4,3.0,1.0,0,13,41.69047619047619
AC,1,4,3.0,1.0,1,19,45.42666666666666
AC,1,4,3.0,2.0,0,2,61.5
AC,1,4,4.0,1.0,0,58,44.64578005115089
AC,1,4,4.0,1.0,1,30,47.316017316017316
AC,1,4,4.0,2.0,0,7,49.4
AC,1,4,4.0,2.0,1,2,42.0
AC,1,4,5.0,1.0,1,4,54.0
AC,1,4,6.0,1.0,0,3,54.75
AC,1,4,6.0,1.0,1,2,45.5
AC,1,4,7.0,1.0,0,10,63.416666666666664
AC,1,4,7.0,1.0,1,2,48.0
AC,1,4,7.0,2.0,0,14,67.95454545454545
AC,1,4,7.0,2.0,1,7,65.16666666666667
AC,1,4,8.0,1.0,0,14,47.125
AC,1,4,8.0,1.0,1,15,52.916666666666664
AC,1,4,8.0,2.0,0,2,63.5
AC,1,4,9.0,2.0,1,1,51.0
AC,1,4,10.0,1.0,0,1,22.0
AC,2,1,1.0,1.0,0,1690,41.04982983192738
AC,2,1,1.0,1.0,1,4248,40.45262292761185
AC,2,1,1.0,2.0,0,476,46.33767942072812
AC,2,1,1.0,2.0,1,1394,45.71309738396177
AC,2,1,2.0,1.0,0,291,43.65764641769331
AC,2,1,2.0,1.0,1,736,41.71102017819023
AC,2,1,2.0,2.0,0,100,47.829938753810936
AC,2,1,2.0,2.0,1,317,47.95442048205206
AC,2,1,3.0,1.0,0,69,40.82109375
AC,2,1,3.0,1.0,1,129,39.70368797868798
AC,2,1,3.0,2.0,0,7,43.142857142857146
AC,2,1,3.0,2.0,1,15,45.0
AC,2,1,4.0,1.0,0,61,36.31959706959707
AC,2,1,4.0,1.0,1,100,36.39004713848464
AC,2,1,4.0,2.0,0,4,46.5
AC,2,1,4.0,2.0,1,10,39.666666666666664
AC,2,1,5.0,1.0,0,40,41.51326530612245
AC,2,1,5.0,1.0,1,78,39.857509157509156
AC,2,1,5.0,2.0,0,3,40.333333333333336
AC,2,1,5.0,2.0,1,17,43.822916666666664
AC,2,1,6.0,1.0,0,1,41.0
AC,2,1,6.0,1.0,1,9,36.1
AC,2,1,6.0,2.0,1,2,47.5
AC,2,1,7.0,1.0,0,102,39.117115063079495
AC,2,1,7.0,1.0,1,679,37.58673196890575
AC,2,1,7.0,2.0,0,58,46.93393640350877
AC,2,1,7.0,2.0,1,395,44.95339285714285
AC,2,1,8.0,1.0,0,6,46.416666666666664
AC,2,1,8.0,1.0,1,10,40.85
AC,2,1,8.0,2.0,1,2,46.0
AC,2,1,9.0,1.0,0,1,45.0
AC,2,1,10.0,1.0,0,5,26.5
AC,2,1,10.0,1.0,1,5,29.833333333333336
AC,2,1,11.0,1.0,0,7,20.0
AC,2,1,11.0,1.0,1,7,21.25
AC,2,2,1.0,1.0,0,278,44.05791659657976
AC,2,2,1.0,1.0,1,500,42.1538920790781
AC,2,2,1.0,2.0,0,56,46.443333333333335
AC,2,2,1.0,2.0,1,82,44.76637426900585
AC,2,2,2.0,1.0,0,29,42.70583333333333
AC,2,2,2.0,1.0,1,69,44.78706089232405
AC,2,2,2.0,2.0,0,5,45.833333333333336
AC,2,2,2.0,2.0,1,16,48.2125
AC,2,2,3.0,1.0,0,36,37.33888888888889
AC,2,2,3.0,1.0,1,65,39.92731829573935
AC,2,2,3.0,2.0,0,2,45.0
AC,2,2,3.0,2.0,1,5,45.4
AC,2,2,4.0,1.0,0,102,40.37483518659989
AC,2,2,4.0,1.0,1,117,41.779302422723475
AC,2,2,4.0,2.0,0,6,40.8
AC,2,2,4.0,2.0,1,16,48.7037037037037
AC,2,2,5.0,1.0,0,10,43.0
AC,2,2,5.0,1.0,1,16,39.10606060606061
AC,2,2,5.0,2.0,1,2,38.5
AC,2,2,6.0,1.0,0,8,40.07142857142857
AC,2,2,6.0,1.0,1,7,39.1875
AC,2,2,6.0,2.0,0,2,47.0
AC,2,2,6.0,2.0,1,1,53.0
AC,2,2,7.0,1.0,0,18,31.128205128205128
AC,2,2,7.0,1.0,1,62,38.27724358974359
AC,2,2,7.0,2.0,0,10,51.54166666666667
AC,2,2,7.0,2.0,1,34,49.734375
AC,2,2,8.0,1.0,0,11,47.375
AC,2,2,8.0,1.0,1,11,37.19444444444444
AC,2,2,8.0,2.0,0,1,58.0
AC,2,2,9.0,1.0,1,1,59.0
AC,2,2,10.0,1.0,0,1,46.0
AC,2,2,10.0,1.0,1,1,17.0
AC,2,2,11.0,1.0,0,2,20.0
AC,2,2,11.0,1.0,1,4,18.75
AC,2,3,1.0,1.0,0,203,43.86144607539535
AC,2,3,1.0,1.0,1,240,41.12973430078693
AC,2,3,1.0,2.0,0,40,53.40833333333333
AC,2,3,1.0,2.0,1,61,48.78856907894737
AC,2,3,2.0,1.0,0,17,50.604166666666664
AC,2,3,2.0,1.0,1,21,42.144999999999996
AC,2,3,2.0,2.0,0,11,53.17857142857143
AC,2,3,2.0,2.0,1,9,46.714285714285715
AC,2,3,3.0,1.0,0,56,40.147123015873014
AC,2,3,3.0,1.0,1,61,39.83068783068783
AC,2,3,3.0,2.0,0,3,31.0
AC,2,3,3.0,2.0,1,7,45.0625
AC,2,3,4.0,1.0,0,195,40.108500863578314
AC,2,3,4.0,1.0,1,180,39.74445444844604
AC,2,3,4.0,2.0,0,12,45.574074074074076
AC,2,3,4.0,2.0,1,17,47.648148148148145
AC,2,3,5.0,1.0,0,11,38.69047619047619
AC,2,3,5.0,1.0,1,6,40.33333333333333
AC,2,3,5.0,2.0,0,2,46.0
AC,2,3,5.0,2.0,1,2,49.5
AC,2,3,6.0,1.0,0,13,44.583333333333336
AC,2,3,6.0,1.0,1,7,42.27777777777778
AC,2,3,6.0,2.0,0,1,46.0
AC,2,3,7.0,1.0,0,15,41.95
AC,2,3,7.0,1.0,1,24,41.16761363636364
AC,2,3,7.0,2.0,0,12,49.888888888888886
AC,2,3,7.0,2.0,1,22,53.93333333333334
AC,2,3,8.0,1.0,0,25,41.21875
AC,2,3,8.0,1.0,1,39,39.399206349206345
AC,2,3,8.0,2.0,1,1,41.0
AC,2,3,9.0,1.0,0,1,37.0
AC,2,3,10.0,1.0,0,1,22.0
AC,2,3,10.0,1.0,1,1,26.0
AC,2,3,11.0,1.0,0,1,21.0
AC,2,3,11.0,1.0,1,1,19.0
AC,2,4,1.0,1.0,0,20,54.24242424242424
AC,2,4,1.0,1.0,1,19,48.79
AC,2,4,1.0,2.0,0,6,49.75
AC,2,4,1.0,2.0,1,4,57.75
AC,2,4,2.0,1.0,0,1,48.0
AC,2,4,2.0,1.0,1,4,53.0
AC,2,4,2.0,2.0,0,1,67.0
AC,2,4,3.0,1.0,0,18,42.398148148148145
AC,2,4,3.0,1.0,1,8,36.0
AC,2,4,3.0,2.0,1,1,40.0
AC,2,4,4.0,1.0,0,29,42.323076923076925
AC,2,4,4.0,1.0,1,23,43.18095238095238
AC,2,4,4.0,2.0,0,2,56.5
AC,2,4,4.0,2.0,1,1,69.0
AC,2,4,5.0,1.0,1,1,42.0
AC,2,4,6.0,1.0,0,1,48.0
AC,2,4,6.0,1.0,1,1,72.0
AC,2,4,6.0,2.0,0,1,42.0
AC,2,4,7.0,1.0,0,2,44.0
AC,2,4,7.0,1.0,1,1,25.0
AC,2,4,7.0,2.0,0,2,64.0
AC,2,4,7.0,2.0,1,2,33.5
AC,2,4,8.0,1.0,0,14,43.61904761904761
AC,2,4,8.0,1.0,1,10,40.52777777777778
AC,2,4,8.0,2.0,0,1,47.0
AC,2,4,8.0,2.0,1,1,37.0
AC,2,4,10.0,1.0,1,1,24.0
AC,3,1,1.0,1.0,0,2400,35.727383963673226
AC,3,1,1.0,1.0,1,4708,35.16360153969494
AC,3,1,1.0,2.0,0,355,41.810403525981485
AC,3,1,1.0,2.0,1,1049,41.59838768688976
AC,3,1,2.0,1.0,0,334,36.57598006841853
AC,3,1,2.0,1.0,1,701,36.11596667289567
AC,3,1,2.0,2.0,0,86,43.22852597179223
AC,3,1,2.0,2.0,1,219,40.14518549837353
AC,3,1,3.0,1.0,0,58,34.834259259259255
AC,3,1,3.0,1.0,1,106,33.22541546173125
AC,3,1,3.0,2.0,0,5,40.55555555555555
AC,3,1,3.0,2.0,1,6,34.833333333333336
AC,3,1,4.0,1.0,0,62,35.07900432900433
AC,3,1,4.0,1.0,1,82,35.70811965811966
AC,3,1,4.0,2.0,0,4,46.25
AC,3,1,4.0,2.0,1,4,45.666666666666664
AC,3,1,5.0,1.0,0,36,34.34090909090909
AC,3,1,5.0,1.0,1,66,33.79758169934641
AC,3,1,5.0,2.0,0,4,40.666666666666664
AC,3,1,5.0,2.0,1,5,40.4
AC,3,1,6.0,1.0,0,4,36.5
AC,3,1,6.0,1.0,1,6,32.125
AC,3,1,6.0,2.0,0,1,34.0
AC,3,1,6.0,2.0,1,1,35.0
AC,3,1,7.0,1.0,0,198,33.37214743589744
AC,3,1,7.0,1.0,1,966,34.47197212477028
AC,3,1,7.0,2.0,0,70,42.461016949152544
AC,3,1,7.0,2.0,1,356,35.943829401088934
AC,3,1,8.0,1.0,0,4,34.0
AC,3,1,8.0,1.0,1,7,32.166666666666664
AC,3,1,10.0,1.0,0,3,22.75
AC,3,1,10.0,1.0,1,4,21.75
AC,3,1,11.0,1.0,0,2,23.0
AC,3,1,11.0,1.0,1,6,17.833333333333332
AC,3,2,1.0,1.0,0,359,39.36820510367537
AC,3,2,1.0,1.0,1,516,36.40244582286171
AC,3,2,1.0,2.0,0,40,46.89404761904762
AC,3,2,1.0,2.0,1,60,46.189343434343435
AC,3,2,2.0,1.0,0,26,36.160714285714285
AC,3,2,2.0,1.0,1,40,38.25125
AC,3,2,2.0,2.0,0,4,54.75
AC,3,2,2.0,2.0,1,12,46.4
AC,3,2,3.0,1.0,0,35,34.49761904761905
AC,3,2,3.0,1.0,1,47,35.36018518518519
AC,3,2,3.0,2.0,0,2,34.0
AC,3,2,3.0,2.0,1,4,40.16666666666667
AC,3,2,4.0,1.0,0,85,37.136171310629514
AC,3,2,4.0,1.0,1,80,36.24371135841724
AC,3,2,4.0,2.0,0,4,44.5
AC,3,2,4.0,2.0,1,9,38.25
AC,3,2,5.0,1.0,0,10,33.976190476190474
AC,3,2,5.0,1.0,1,15,34.41666666666667
AC,3,2,5.0,2.0,1,3,41.25
AC,3,2,6.0,1.0,0,2,38.0
AC,3,2,6.0,1.0,1,6,34.666666666666664
AC,3,2,6.0,2.0,0,3,37.5
AC,3,2,6.0,2.0,1,1,41.0
AC,3,2,7.0,1.0,0,10,34.16666666666667
AC,3,2,7.0,1.0,1,27,34.88235294117647
AC,3,2,7.0,2.0,0,7,41.29166666666667
AC,3,2,7.0,2.0,1,13,43.125
AC,3,2,8.0,1.0,0,12,36.666666666666664
AC,3,2,8.0,1.0,1,17,39.875
AC,3,2,8.0,2.0,1,3,34.25
AC,3,2,9.0,1.0,0,1,29.0
AC,3,2,10.0,1.0,0,3,25.75
AC,3,2,10.0,1.0,1,1,27.0
AC,3,2,11.0,1.0,0,3,19.333333333333332
AC,3,2,11.0,1.0,1,1,21.0
AC,3,3,1.0,1.0,0,227,41.436660772178016
AC,3,3,1.0,1.0,1,190,38.61890552382912
AC,3,3,1.0,2.0,0,34,49.55694444444445
AC,3,3,1.0,2.0,1,15,49.6875
AC,3,3,2.0,1.0,0,21,43.182291666666664
AC,3,3,2.0,1.0,1,11,39.22222222222222
AC,3,3,2.0,2.0,0,4,48.166666666666664
AC,3,3,2.0,2.0,1,4,37.666666666666664
AC,3,3,3.0,1.0,0,84,35.35738095238095
AC,3,3,3.0,1.0,1,68,37.14791666666667
AC,3,3,3.0,2.0,0,4,45.0
AC,3,3,3.0,2.0,1,3,43.75
AC,3,3,4.0,1.0,0,221,35.060437111907696
AC,3,3,4.0,1.0,1,188,36.14845937644445
AC,3,3,4.0,2.0,0,12,41.233333333333334
AC,3,3,4.0,2.0,1,8,40.44444444444444
AC,3,3,5.0,1.0,0,5,40.55555555555555
AC,3,3,5.0,1.0,1,8,38.07142857142857
AC,3,3,5.0,2.0,1,1,40.0
AC,3,3,6.0,1.0,0,6,33.666666666666664
AC,3,3,6.0,1.0,1,11,31.944444444444443
AC,3,3,7.0,1.0,0,21,43.88775510204082
AC,3,3,7.0,1.0,1,23,34.775
AC,3,3,7.0,2.0,0,9,42.5
AC,3,3,7.0,2.0,1,9,50.65
AC,3,3,8.0,1.0,0,52,39.49166666666667
AC,3,3,8.0,1.0,1,40,38.98676470588235
AC,3,3,8.0,2.0,0,1,34.0
AC,3,3,8.0,2.0,1,1,60.0
AC,3,3,9.0,2.0,0,1,35.0
AC,3,3,9.0,2.0,1,1,39.0
AC,3,3,10.0,1.0,0,3,30.333333333333332
AC,3,3,11.0,1.0,0,2,19.0
AC,3,4,1.0,1.0,0,40,44.180128205128206
AC,3,4,1.0,1.0,1,26,43.28030303030303
AC,3,4,1.0,2.0,0,7,54.25
AC,3,4,1.0,2.0,1,5,48.4
AC,3,4,2.0,1.0,0,2,43.5
AC,3,4,2.0,1.0,1,1,55.0
AC,3,4,2.0,2.0,0,1,61.0
AC,3,4,3.0,1.0,0,27,37.36111111111111
AC,3,4,3.0,1.0,1,24,31.2375
AC,3,4,3.0,2.0,0,1,40.0
AC,3,4,4.0,1.0,0,75,40.73679012345679
AC,3,4,4.0,1.0,1,33,38.28857142857143
AC,3,4,4.0,2.0,0,10,41.04
AC,3,4,4.0,2.0,1,2,58.0
AC,3,4,5.0,1.0,1,1,29.0
AC,3,4,6.0,1.0,0,4,47.16666666666667
AC,3,4,7.0,1.0,0,2,31.0
AC,3,4,7.0,2.0,0,1,70.0
AC,3,4,7.0,2.0,1,6,51.6
AC,3,4,8.0,1.0,0,34,44.84477124183007
AC,3,4,8.0,1.0,1,23,42.40079365079365
AC,3,4,9.0,1.0,0,2,46.5
AC,3,4,10.0,1.0,0,1,24.0
AC,4,1,1.0,1.0,0,3388,34.160209990410515
AC,4,1,1.0,1.0,1,5779,31.799117852775055
AC,4,1,1.0,2.0,0,404,41.62646326777279
AC,4,1,1.0,2.0,1,756,40.862540096557765
AC,4,1,2.0,1.0,0,397,33.782369521660776
AC,4,1,2.0,1.0,1,889,32.59054095452471
AC,4,1,2.0,2.0,0,85,43.41730769230769
AC,4,1,2.0,2.0,1,135,38.478968253968254
AC,4,1,3.0,1.0,0,84,34.26331654456654
AC,4,1,3.0,1.0,1,94,29.9690873015873
AC,4,1,3.0,2.0,0,4,36.833333333333336
AC,4,1,3.0,2.0,1,6,42.2
AC,4,1,4.0,1.0,0,90,33.58080808080808
AC,4,1,4.0,1.0,1,123,30.17860614228539
AC,4,1,4.0,2.0,0,4,36.5
AC,4,1,4.0,2.0,1,3,41.666666666666664
AC,4,1,5.0,1.0,0,27,35.42760942760943
AC,4,1,5.0,1.0,1,58,31.106574675324676
AC,4,1,5.0,2.0,0,2,41.5
AC,4,1,5.0,2.0,1,4,43.0
AC,4,1,6.0,1.0,0,5,40.5
AC,4,1,6.0,1.0,1,3,35.5
AC,4,1,7.0,1.0,0,252,31.188649574212956
AC,4,1,7.0,1.0,1,664,33.627696247271416
AC,4,1,7.0,2.0,0,46,42.629464285714285
AC,4,1,7.0,2.0,1,134,42.12548603746907
AC,4,1,8.0,1.0,0,6,34.44444444444444
AC,4,1,8.0,1.0,1,16,25.041666666666668
AC,4,1,8.0,2.0,0,1,39.0
AC,4,1,8.0,2.0,1,2,31.0
AC,4,1,10.0,1.0,0,13,28.12121212121212
AC,4,1,10.0,1.0,1,6,25.125
AC,4,1,11.0,1.0,0,3,20.0
AC,4,1,11.0,1.0,1,5,24.444444444444443
AC,4,2,1.0,1.0,0,650,35.34901060771025
AC,4,2,1.0,1.0,1,847,35.0703560454943
AC,4,2,1.0,2.0,0,65,53.60290404040404
AC,4,2,1.0,2.0,1,74,45.18369963369963
AC,4,2,2.0,1.0,0,47,39.02680652680653
AC,4,2,2.0,1.0,1,48,37.67902930402931
AC,4,2,2.0,2.0,0,3,58.25
AC,4,2,2.0,2.0,1,8,40.583333333333336
AC,4,2,3.0,1.0,0,41,33.09288537549407
AC,4,2,3.0,1.0,1,52,34.9974025974026
AC,4,2,3.0,2.0,0,1,31.0
AC,4,2,4.0,1.0,0,109,36.95987987987988
AC,4,2,4.0,1.0,1,81,33.381409857812045
AC,4,2,4.0,2.0,0,6,41.6
AC,4,2,4.0,2.0,1,7,36.0
AC,4,2,5.0,1.0,0,7,39.083333333333336
AC,4,2,5.0,1.0,1,9,29.55
AC,4,2,6.0,1.0,0,2,35.5
AC,4,2,6.0,1.0,1,4,28.0
AC,4,2,7.0,1.0,0,6,33.5
AC,4,2,7.0,1.0,1,8,28.866666666666664
AC,4,2,7.0,2.0,1,6,41.375
AC,4,2,8.0,1.0,0,11,37.986666666666665
AC,4,2,8.0,1.0,1,13,29.4047619047619
AC,4,2,10.0,1.0,0,7,25.25
AC,4,2,10.0,1.0,1,4,25.75
AC,4,2,11.0,1.0,0,4,22.75
AC,4,2,11.0,1.0,1,1,18.0
AC,4,3,1.0,1.0,0,992,40.87322903503458
AC,4,3,1.0,1.0,1,606,38.28569959480304
AC,4,3,1.0,2.0,0,112,50.31880877742947
AC,4,3,1.0,2.0,1,57,50.621428571428574
AC,4,3,2.0,1.0,0,92,47.13759726112667
AC,4,3,2.0,1.0,1,29,39.48765432098766
AC,4,3,2.0,2.0,0,9,58.42857142857143
AC,4,3,2.0,2.0,1,7,42.9
AC,4,3,3.0,1.0,0,163,34.76550324675325
AC,4,3,3.0,1.0,1,116,34.0921968787515
AC,4,3,3.0,2.0,0,10,37.595238095238095
AC,4,3,3.0,2.0,1,6,37.1
AC,4,3,4.0,1.0,0,597,37.99081264989526
AC,4,3,4.0,1.0,1,341,35.082539893968466
AC,4,3,4.0,2.0,0,22,46.979166666666664
AC,4,3,4.0,2.0,1,20,40.269999999999996
AC,4,3,5.0,1.0,0,14,32.702380952380956
AC,4,3,5.0,1.0,1,3,44.0
AC,4,3,5.0,2.0,0,2,46.5
AC,4,3,6.0,1.0,0,20,40.800000000000004
AC,4,3,6.0,1.0,1,9,43.0
AC,4,3,6.0,2.0,0,1,69.0
AC,4,3,6.0,2.0,1,1,52.0
AC,4,3,7.0,1.0,0,22,46.94
AC,4,3,7.0,1.0,1,12,31.875
AC,4,3,7.0,2.0,0,8,55.111111111111114
AC,4,3,7.0,2.0,1,1,63.0
AC,4,3,8.0,1.0,0,67,42.08059139784946
AC,4,3,8.0,1.0,1,77,38.110997732426306
AC,4,3,8.0,2.0,0,2,49.5
AC,4,3,8.0,2.0,1,2,55.0
AC,4,3,9.0,1.0,0,2,36.5
AC,4,3,9.0,1.0,1,1,19.0
AC,4,3,10.0,1.0,0,29,28.60185185185185
AC,4,3,10.0,1.0,1,5,21.4
AC,4,3,11.0,1.0,0,6,19.833333333333332
AC,4,3,11.0,1.0,1,1,20.0
AC,4,4,1.0,1.0,0,420,45.26063681511252
AC,4,4,1.0,1.0,1,125,45.548967698967694
AC,4,4,1.0,2.0,0,61,54.028260869565216
AC,4,4,1.0,2.0,1,11,52.875
AC,4,4,2.0,1.0,0,49,43.61784511784512
AC,4,4,2.0,1.0,1,7,43.5
AC,4,4,2.0,2.0,0,6,50.375
AC,4,4,2.0,2.0,1,2,59.0
AC,4,4,3.0,1.0,0,127,35.85972316494964
AC,4,4,3.0,1.0,1,59,34.16726190476191
AC,4,4,3.0,2.0,0,7,56.166666666666664
AC,4,4,3.0,2.0,1,4,46.833333333333336
AC,4,4,4.0,1.0,0,391,43.56959235895508
AC,4,4,4.0,1.0,1,158,38.879988140514456
AC,4,4,4.0,2.0,0,27,57.90082644628099
AC,4,4,4.0,2.0,1,9,61.725
AC,4,4,5.0,1.0,0,5,40.125
AC,4,4,5.0,1.0,1,3,37.666666666666664
AC,4,4,5.0,2.0,0,1,41.0
AC,4,4,5.0,2.0,1,1,67.0
AC,4,4,6.0,1.0,0,13,55.142857142857146
AC,4,4,6.0,1.0,1,3,36.666666666666664
AC,4,4,6.0,2.0,0,2,55.0
AC,4,4,7.0,1.0,0,11,66.47619047619048
AC,4,4,7.0,1.0,1,1,61.0
AC,4,4,7.0,2.0,0,17,64.70476190476191
AC,4,4,7.0,2.0,1,2,66.0
AC,4,4,8.0,1.0,0,163,48.140820105820104
AC,4,4,8.0,1.0,1,97,42.85921855921856
AC,4,4,8.0,2.0,0,4,58.0
AC,4,4,8.0,2.0,1,2,51.0
AC,4,4,9.0,1.0,0,3,42.75
AC,4,4,9.0,1.0,1,1,27.0
AC,4,4,9.0,2.0,0,1,64.0
AC,4,4,10.0,1.0,0,11,26.454545454545453
AC,4,4,10.0,1.0,1,8,29.583333333333336
AC,4,4,11.0,1.0,0,4,20.833333333333332
AC,4,4,11.0,1.0,1,1,20.0
AC,5,1,1.0,1.0,0,232,32.93282627865961
AC,5,1,1.0,1.0,1,5969,30.916185374100117
AC,5,1,1.0,2.0,0,28,47.739999999999995
AC,5,1,1.0,2.0,1,656,42.81624510015392
AC,5,1,2.0,1.0,0,22,39.31428571428571
AC,5,1,2.0,1.0,1,753,29.721296208022515
AC,5,1,2.0,2.0,0,3,35.75
AC,5,1,2.0,2.0,1,105,42.51282467532467
AC,5,1,3.0,1.0,0,7,28.6
AC,5,1,3.0,1.0,1,102,31.946932772687084
AC,5,1,3.0,2.0,0,2,23.0
AC,5,1,3.0,2.0,1,6,41.0
AC,5,1,4.0,1.0,0,8,35.125
AC,5,1,4.0,1.0,1,109,31.662357478202548
AC,5,1,4.0,2.0,1,2,39.5
AC,5,1,5.0,1.0,0,4,30.166666666666668
AC,5,1,5.0,1.0,1,68,30.88051948051948
AC,5,1,5.0,2.0,1,4,42.25
AC,5,1,6.0,1.0,0,3,38.0
AC,5,1,6.0,1.0,1,10,36.1
AC,5,1,7.0,1.0,0,14,29.84375
AC,5,1,7.0,1.0,1,288,29.91263403263403
AC,5,1,7.0,2.0,0,6,50.375
